hi	model
20.6475	AgglomerativeClustering
20.7027	AgglomerativeClustering
20.7239	AgglomerativeClustering
20.8372	AgglomerativeClustering
20.8372	AgglomerativeClustering
20.8908	AgglomerativeClustering
20.9957	AgglomerativeClustering
21.1786	AgglomerativeClustering
21.1786	AgglomerativeClustering
21.25	AgglomerativeClustering
21.3233	AgglomerativeClustering
21.3479	AgglomerativeClustering
21.3718	AgglomerativeClustering
21.4838	AgglomerativeClustering
21.5088	AgglomerativeClustering
21.5307	AgglomerativeClustering
21.5307	AgglomerativeClustering
21.6253	AgglomerativeClustering
21.644	AgglomerativeClustering
21.6798	AgglomerativeClustering
21.6869	AgglomerativeClustering
21.7634	AgglomerativeClustering
21.7644	AgglomerativeClustering
21.7879	AgglomerativeClustering
21.817	AgglomerativeClustering
21.8897	AgglomerativeClustering
21.9417	AgglomerativeClustering
21.9516	AgglomerativeClustering
21.9769	AgglomerativeClustering
21.9845	AgglomerativeClustering
21.9845	AgglomerativeClustering
22.0147	AgglomerativeClustering
22.0353	AgglomerativeClustering
22.0365	AgglomerativeClustering
22.0949	AgglomerativeClustering
22.1113	AgglomerativeClustering
22.1314	AgglomerativeClustering
22.1453	AgglomerativeClustering
22.1521	AgglomerativeClustering
22.2866	AgglomerativeClustering
22.2881	AgglomerativeClustering
22.3087	AgglomerativeClustering
22.3087	AgglomerativeClustering
22.3117	AgglomerativeClustering
22.3179	AgglomerativeClustering
22.3447	AgglomerativeClustering
22.345	AgglomerativeClustering
22.3626	AgglomerativeClustering
22.3651	AgglomerativeClustering
22.4443	AgglomerativeClustering
22.4711	AgglomerativeClustering
22.4711	AgglomerativeClustering
22.5313	AgglomerativeClustering
22.5681	AgglomerativeClustering
22.5705	AgglomerativeClustering
22.5844	AgglomerativeClustering
22.6428	AgglomerativeClustering
22.6428	AgglomerativeClustering
22.7566	AgglomerativeClustering
22.8411	AgglomerativeClustering
22.8742	AgglomerativeClustering
22.8832	AgglomerativeClustering
22.8832	AgglomerativeClustering
22.9082	AgglomerativeClustering
22.9153	AgglomerativeClustering
22.9688	AgglomerativeClustering
22.9769	AgglomerativeClustering
23.0316	AgglomerativeClustering
23.0316	AgglomerativeClustering
23.0738	AgglomerativeClustering
23.0738	AgglomerativeClustering
23.0791	AgglomerativeClustering
23.0854	AgglomerativeClustering
23.0965	AgglomerativeClustering
23.1299	AgglomerativeClustering
23.1299	AgglomerativeClustering
23.1342	AgglomerativeClustering
23.1473	AgglomerativeClustering
23.1944	AgglomerativeClustering
23.3288	AgglomerativeClustering
23.4741	AgglomerativeClustering
23.4741	AgglomerativeClustering
23.5814	AgglomerativeClustering
23.5836	AgglomerativeClustering
23.6514	AgglomerativeClustering
23.6514	AgglomerativeClustering
23.849	AgglomerativeClustering
23.8774	AgglomerativeClustering
23.8921	AgglomerativeClustering
23.8921	AgglomerativeClustering
23.8986	AgglomerativeClustering
23.926	AgglomerativeClustering
23.94	AgglomerativeClustering
23.9405	AgglomerativeClustering
23.9494	AgglomerativeClustering
23.9944	AgglomerativeClustering
24.0604	AgglomerativeClustering
24.3019	AgglomerativeClustering
24.4568	AgglomerativeClustering
24.4687	AgglomerativeClustering
24.5186	AgglomerativeClustering
24.5522	AgglomerativeClustering
24.6108	AgglomerativeClustering
24.6722	AgglomerativeClustering
24.6894	AgglomerativeClustering
24.6894	AgglomerativeClustering
24.7709	AgglomerativeClustering
24.8385	AgglomerativeClustering
24.8744	AgglomerativeClustering
25.0772	AgglomerativeClustering
25.1299	AgglomerativeClustering
25.1299	AgglomerativeClustering
25.1837	AgglomerativeClustering
25.256	AgglomerativeClustering
25.2696	AgglomerativeClustering
25.2927	AgglomerativeClustering
25.3008	AgglomerativeClustering
25.3011	AgglomerativeClustering
25.3311	AgglomerativeClustering
25.4199	AgglomerativeClustering
25.5652	AgglomerativeClustering
25.5665	AgglomerativeClustering
25.5789	AgglomerativeClustering
25.5945	AgglomerativeClustering
25.6272	AgglomerativeClustering
25.6418	AgglomerativeClustering
25.6477	AgglomerativeClustering
25.6555	AgglomerativeClustering
25.6574	AgglomerativeClustering
25.7128	AgglomerativeClustering
25.7485	AgglomerativeClustering
25.869	AgglomerativeClustering
25.8702	AgglomerativeClustering
25.8745	AgglomerativeClustering
25.9064	AgglomerativeClustering
25.9445	AgglomerativeClustering
26.0106	AgglomerativeClustering
26.0493	AgglomerativeClustering
26.0858	AgglomerativeClustering
26.1109	AgglomerativeClustering
26.1464	AgglomerativeClustering
26.2629	AgglomerativeClustering
26.4568	AgglomerativeClustering
26.4949	AgglomerativeClustering
26.5127	AgglomerativeClustering
26.6089	AgglomerativeClustering
26.6152	AgglomerativeClustering
26.6394	AgglomerativeClustering
26.6493	AgglomerativeClustering
26.8331	AgglomerativeClustering
26.8533	AgglomerativeClustering
27.0027	AgglomerativeClustering
27.0951	AgglomerativeClustering
27.126	AgglomerativeClustering
27.126	AgglomerativeClustering
27.126	AgglomerativeClustering
27.2591	AgglomerativeClustering
27.31	AgglomerativeClustering
27.3838	AgglomerativeClustering
27.4793	AgglomerativeClustering
27.5625	AgglomerativeClustering
27.5935	AgglomerativeClustering
27.8519	AgglomerativeClustering
27.8519	AgglomerativeClustering
27.8561	AgglomerativeClustering
27.9407	AgglomerativeClustering
27.9407	AgglomerativeClustering
28.1851	AgglomerativeClustering
28.5252	AgglomerativeClustering
28.8898	AgglomerativeClustering
29.1605	AgglomerativeClustering
29.3633	AgglomerativeClustering
29.444	AgglomerativeClustering
29.7281	AgglomerativeClustering
29.8006	AgglomerativeClustering
29.8202	AgglomerativeClustering
30.3606	AgglomerativeClustering
30.3903	AgglomerativeClustering
32.5136	AgglomerativeClustering
33.5119	AgglomerativeClustering
33.7784	AgglomerativeClustering
2.3527	SpectralClustering
2.7686	SpectralClustering
2.7686	SpectralClustering
3.3381	SpectralClustering
4.3144	SpectralClustering
4.6532	SpectralClustering
4.6532	SpectralClustering
5.1589	SpectralClustering
6.1062	SpectralClustering
6.2369	SpectralClustering
6.2369	SpectralClustering
6.3969	SpectralClustering
6.7211	SpectralClustering
6.7211	SpectralClustering
6.9833	SpectralClustering
6.9833	SpectralClustering
7.0354	SpectralClustering
7.0354	SpectralClustering
7.0642	SpectralClustering
7.0642	SpectralClustering
8.3212	SpectralClustering
8.6111	SpectralClustering
8.8018	SpectralClustering
9.0678	SpectralClustering
9.1912	SpectralClustering
9.1912	SpectralClustering
9.2685	SpectralClustering
9.381	SpectralClustering
9.4004	SpectralClustering
9.5379	SpectralClustering
9.5959	SpectralClustering
10.5647	SpectralClustering
10.6822	SpectralClustering
11.8257	SpectralClustering
12.0879	SpectralClustering
12.1642	SpectralClustering
12.5928	SpectralClustering
12.7969	SpectralClustering
12.8241	SpectralClustering
12.8386	SpectralClustering
12.8477	SpectralClustering
12.934	SpectralClustering
12.934	SpectralClustering
12.9949	SpectralClustering
13.5496	SpectralClustering
13.5496	SpectralClustering
13.6036	SpectralClustering
13.9467	SpectralClustering
14.0719	SpectralClustering
14.6271	SpectralClustering
14.8228	SpectralClustering
14.8864	SpectralClustering
14.8947	SpectralClustering
14.9842	SpectralClustering
14.9842	SpectralClustering
15.0662	SpectralClustering
15.0691	SpectralClustering
15.241	SpectralClustering
15.2579	SpectralClustering
15.2591	SpectralClustering
15.2939	SpectralClustering
15.2962	SpectralClustering
15.3188	SpectralClustering
15.3828	SpectralClustering
15.4953	SpectralClustering
15.5579	SpectralClustering
15.5579	SpectralClustering
15.5738	SpectralClustering
15.5936	SpectralClustering
15.6189	SpectralClustering
15.6421	SpectralClustering
15.9719	SpectralClustering
15.9781	SpectralClustering
15.9963	SpectralClustering
16.0046	SpectralClustering
16.0571	SpectralClustering
16.0571	SpectralClustering
16.0776	SpectralClustering
16.2213	SpectralClustering
16.2213	SpectralClustering
16.2364	SpectralClustering
16.2475	SpectralClustering
16.2696	SpectralClustering
16.2895	SpectralClustering
16.3578	SpectralClustering
16.3895	SpectralClustering
16.4049	SpectralClustering
16.4814	SpectralClustering
16.5025	SpectralClustering
16.5068	SpectralClustering
16.5068	SpectralClustering
16.6252	SpectralClustering
16.6887	SpectralClustering
16.7182	SpectralClustering
16.7731	SpectralClustering
16.7731	SpectralClustering
16.7903	SpectralClustering
16.8069	SpectralClustering
16.808	SpectralClustering
16.8222	SpectralClustering
16.8852	SpectralClustering
16.9001	SpectralClustering
16.9187	SpectralClustering
16.9497	SpectralClustering
17.0292	SpectralClustering
17.0332	SpectralClustering
17.2098	SpectralClustering
17.2098	SpectralClustering
17.2182	SpectralClustering
17.2182	SpectralClustering
17.2182	SpectralClustering
17.324	SpectralClustering
17.3717	SpectralClustering
17.3884	SpectralClustering
17.411	SpectralClustering
17.5033	SpectralClustering
17.5251	SpectralClustering
17.577	SpectralClustering
17.5892	SpectralClustering
17.5905	SpectralClustering
17.5909	SpectralClustering
17.6053	SpectralClustering
17.6089	SpectralClustering
17.6336	SpectralClustering
17.774	SpectralClustering
17.7847	SpectralClustering
17.7847	SpectralClustering
17.8838	SpectralClustering
17.9389	SpectralClustering
17.9727	SpectralClustering
18.0819	SpectralClustering
18.1182	SpectralClustering
18.1264	SpectralClustering
18.3513	SpectralClustering
18.4242	SpectralClustering
18.4451	SpectralClustering
18.4739	SpectralClustering
18.5249	SpectralClustering
18.5436	SpectralClustering
18.6337	SpectralClustering
18.6696	SpectralClustering
18.7931	SpectralClustering
18.8085	SpectralClustering
18.8966	SpectralClustering
18.924	SpectralClustering
19.1122	SpectralClustering
19.1286	SpectralClustering
19.1614	SpectralClustering
19.1614	SpectralClustering
19.2466	SpectralClustering
19.3933	SpectralClustering
19.4985	SpectralClustering
19.4985	SpectralClustering
19.5513	SpectralClustering
19.5513	SpectralClustering
19.5927	SpectralClustering
19.5927	SpectralClustering
19.5974	SpectralClustering
19.6136	SpectralClustering
19.6136	SpectralClustering
19.6335	SpectralClustering
19.6336	SpectralClustering
19.6908	SpectralClustering
19.7372	SpectralClustering
19.7437	SpectralClustering
19.8351	SpectralClustering
19.8351	SpectralClustering
19.9268	SpectralClustering
19.9414	SpectralClustering
19.9566	SpectralClustering
20.0055	SpectralClustering
20.0055	SpectralClustering
20.0805	SpectralClustering
20.0837	SpectralClustering
20.1088	SpectralClustering
20.1205	SpectralClustering
20.1205	SpectralClustering
20.1525	SpectralClustering
20.1611	SpectralClustering
20.1831	SpectralClustering
20.286	SpectralClustering
20.3613	SpectralClustering
20.403	SpectralClustering
20.4458	SpectralClustering
20.4458	SpectralClustering
20.4822	SpectralClustering
20.616	SpectralClustering
20.6475	SpectralClustering
20.7027	SpectralClustering
20.7239	SpectralClustering
20.8372	SpectralClustering
20.8372	SpectralClustering
20.8908	SpectralClustering
20.9957	SpectralClustering
21.1786	SpectralClustering
21.1786	SpectralClustering
21.25	SpectralClustering
21.3233	SpectralClustering
21.3479	SpectralClustering
21.3718	SpectralClustering
21.4838	SpectralClustering
21.5088	SpectralClustering
21.5307	SpectralClustering
21.5307	SpectralClustering
21.6253	SpectralClustering
21.644	SpectralClustering
21.6798	SpectralClustering
21.6869	SpectralClustering
21.7634	SpectralClustering
21.7644	SpectralClustering
21.7879	SpectralClustering
21.817	SpectralClustering
21.8897	SpectralClustering
21.9417	SpectralClustering
21.9516	SpectralClustering
21.9769	SpectralClustering
21.9845	SpectralClustering
21.9845	SpectralClustering
22.0147	SpectralClustering
22.0353	SpectralClustering
22.0365	SpectralClustering
22.0949	SpectralClustering
22.1113	SpectralClustering
22.1314	SpectralClustering
22.1453	SpectralClustering
22.1521	SpectralClustering
22.2866	SpectralClustering
22.2881	SpectralClustering
22.3087	SpectralClustering
22.3087	SpectralClustering
22.3117	SpectralClustering
22.3179	SpectralClustering
22.3447	SpectralClustering
22.345	SpectralClustering
22.3626	SpectralClustering
22.3651	SpectralClustering
22.4443	SpectralClustering
22.4711	SpectralClustering
22.4711	SpectralClustering
22.5313	SpectralClustering
22.5681	SpectralClustering
22.5705	SpectralClustering
22.5844	SpectralClustering
22.6428	SpectralClustering
22.6428	SpectralClustering
22.7566	SpectralClustering
22.8411	SpectralClustering
22.8742	SpectralClustering
22.8832	SpectralClustering
22.8832	SpectralClustering
22.9082	SpectralClustering
22.9153	SpectralClustering
22.9688	SpectralClustering
22.9769	SpectralClustering
23.0316	SpectralClustering
23.0316	SpectralClustering
23.0738	SpectralClustering
23.0738	SpectralClustering
23.0791	SpectralClustering
23.0854	SpectralClustering
23.0965	SpectralClustering
23.1299	SpectralClustering
23.1299	SpectralClustering
23.1342	SpectralClustering
23.1473	SpectralClustering
23.1944	SpectralClustering
23.3288	SpectralClustering
23.4741	SpectralClustering
23.4741	SpectralClustering
23.5814	SpectralClustering
23.5836	SpectralClustering
23.6514	SpectralClustering
23.6514	SpectralClustering
23.849	SpectralClustering
23.8774	SpectralClustering
23.8921	SpectralClustering
23.8921	SpectralClustering
23.8986	SpectralClustering
23.926	SpectralClustering
23.94	SpectralClustering
23.9405	SpectralClustering
23.9494	SpectralClustering
23.9944	SpectralClustering
24.0604	SpectralClustering
24.3019	SpectralClustering
24.4568	SpectralClustering
24.4687	SpectralClustering
24.5186	SpectralClustering
24.5522	SpectralClustering
24.6108	SpectralClustering
24.6722	SpectralClustering
24.6894	SpectralClustering
24.6894	SpectralClustering
24.7709	SpectralClustering
24.8385	SpectralClustering
24.8744	SpectralClustering
25.0772	SpectralClustering
25.1299	SpectralClustering
25.1299	SpectralClustering
25.1837	SpectralClustering
25.256	SpectralClustering
25.2696	SpectralClustering
25.2927	SpectralClustering
25.3008	SpectralClustering
25.3011	SpectralClustering
25.3311	SpectralClustering
25.4199	SpectralClustering
25.5652	SpectralClustering
25.5665	SpectralClustering
25.5789	SpectralClustering
25.5945	SpectralClustering
25.6272	SpectralClustering
25.6418	SpectralClustering
25.6477	SpectralClustering
25.6555	SpectralClustering
25.6574	SpectralClustering
25.7128	SpectralClustering
25.7485	SpectralClustering
25.869	SpectralClustering
25.8702	SpectralClustering
25.8745	SpectralClustering
25.9064	SpectralClustering
25.9445	SpectralClustering
26.0106	SpectralClustering
26.0493	SpectralClustering
26.0858	SpectralClustering
26.1109	SpectralClustering
26.1464	SpectralClustering
26.2629	SpectralClustering
26.4568	SpectralClustering
26.4949	SpectralClustering
26.5127	SpectralClustering
26.6089	SpectralClustering
26.6152	SpectralClustering
26.6394	SpectralClustering
26.6493	SpectralClustering
26.8331	SpectralClustering
26.8533	SpectralClustering
27.0027	SpectralClustering
27.0951	SpectralClustering
27.126	SpectralClustering
27.126	SpectralClustering
27.126	SpectralClustering
27.2591	SpectralClustering
27.31	SpectralClustering
27.3838	SpectralClustering
27.4793	SpectralClustering
27.5625	SpectralClustering
27.5935	SpectralClustering
27.8519	SpectralClustering
27.8519	SpectralClustering
27.8561	SpectralClustering
27.9407	SpectralClustering
27.9407	SpectralClustering
28.1851	SpectralClustering
28.5252	SpectralClustering
28.8898	SpectralClustering
29.1605	SpectralClustering
29.3633	SpectralClustering
29.444	SpectralClustering
29.7281	SpectralClustering
29.8006	SpectralClustering
29.8202	SpectralClustering
30.3606	SpectralClustering
30.3903	SpectralClustering
32.5136	SpectralClustering
33.5119	SpectralClustering
33.7784	SpectralClustering
2.3527	KMeans
2.7686	KMeans
2.7686	KMeans
3.3381	KMeans
4.3144	KMeans
4.6532	KMeans
4.6532	KMeans
5.1589	KMeans
6.1062	KMeans
6.2369	KMeans
6.2369	KMeans
6.3969	KMeans
6.7211	KMeans
6.7211	KMeans
6.9833	KMeans
6.9833	KMeans
7.0354	KMeans
7.0354	KMeans
7.0642	KMeans
7.0642	KMeans
8.3212	KMeans
8.6111	KMeans
8.8018	KMeans
9.0678	KMeans
9.1912	KMeans
9.1912	KMeans
9.2685	KMeans
9.381	KMeans
9.4004	KMeans
9.5379	KMeans
9.5959	KMeans
10.5647	KMeans
10.6822	KMeans
11.8257	KMeans
12.0879	KMeans
12.1642	KMeans
12.5928	KMeans
12.7969	KMeans
12.8241	KMeans
12.8386	KMeans
12.8477	KMeans
12.934	KMeans
12.934	KMeans
12.9949	KMeans
13.5496	KMeans
13.5496	KMeans
13.6036	KMeans
13.9467	KMeans
14.0719	KMeans
14.6271	KMeans
14.8228	KMeans
14.8864	KMeans
14.8947	KMeans
14.9842	KMeans
14.9842	KMeans
15.0662	KMeans
15.0691	KMeans
15.241	KMeans
15.2579	KMeans
15.2591	KMeans
15.2939	KMeans
15.2962	KMeans
15.3188	KMeans
15.3828	KMeans
15.4953	KMeans
15.5579	KMeans
15.5579	KMeans
15.5738	KMeans
15.5936	KMeans
15.6189	KMeans
15.6421	KMeans
15.9719	KMeans
15.9781	KMeans
15.9963	KMeans
16.0046	KMeans
16.0571	KMeans
16.0571	KMeans
16.0776	KMeans
16.2213	KMeans
16.2213	KMeans
16.2364	KMeans
16.2475	KMeans
16.2696	KMeans
16.2895	KMeans
16.3578	KMeans
16.3895	KMeans
16.4049	KMeans
16.4814	KMeans
16.5025	KMeans
16.5068	KMeans
16.5068	KMeans
16.6252	KMeans
16.6887	KMeans
16.7182	KMeans
16.7731	KMeans
16.7731	KMeans
16.7903	KMeans
16.8069	KMeans
16.808	KMeans
16.8222	KMeans
16.8852	KMeans
16.9001	KMeans
16.9187	KMeans
16.9497	KMeans
17.0292	KMeans
17.0332	KMeans
17.2098	KMeans
17.2098	KMeans
17.2182	KMeans
17.2182	KMeans
17.2182	KMeans
17.324	KMeans
17.3717	KMeans
17.3884	KMeans
17.411	KMeans
17.5033	KMeans
17.5251	KMeans
17.577	KMeans
17.5892	KMeans
17.5905	KMeans
17.5909	KMeans
17.6053	KMeans
17.6089	KMeans
17.6336	KMeans
17.774	KMeans
17.7847	KMeans
17.7847	KMeans
17.8838	KMeans
17.9389	KMeans
17.9727	KMeans
18.0819	KMeans
18.1182	KMeans
18.1264	KMeans
18.3513	KMeans
18.4242	KMeans
18.4451	KMeans
18.4739	KMeans
18.5249	KMeans
18.5436	KMeans
18.6337	KMeans
18.6696	KMeans
18.7931	KMeans
18.8085	KMeans
18.8966	KMeans
18.924	KMeans
19.1122	KMeans
19.1286	KMeans
19.1614	KMeans
19.1614	KMeans
19.2466	KMeans
19.3933	KMeans
19.4985	KMeans
19.4985	KMeans
19.5513	KMeans
19.5513	KMeans
19.5927	KMeans
19.5927	KMeans
19.5974	KMeans
19.6136	KMeans
19.6136	KMeans
19.6335	KMeans
19.6336	KMeans
19.6908	KMeans
19.7372	KMeans
19.7437	KMeans
19.8351	KMeans
19.8351	KMeans
19.9268	KMeans
19.9414	KMeans
19.9566	KMeans
20.0055	KMeans
20.0055	KMeans
20.0805	KMeans
20.0837	KMeans
20.1088	KMeans
20.1205	KMeans
20.1205	KMeans
20.1525	KMeans
20.1611	KMeans
20.1831	KMeans
20.286	KMeans
20.3613	KMeans
20.403	KMeans
20.4458	KMeans
20.4458	KMeans
20.4822	KMeans
20.616	KMeans
20.6475	KMeans
20.7027	KMeans
20.7239	KMeans
20.8372	KMeans
20.8372	KMeans
20.8908	KMeans
20.9957	KMeans
21.1786	KMeans
21.1786	KMeans
21.25	KMeans
21.3233	KMeans
21.3479	KMeans
21.3718	KMeans
21.4838	KMeans
21.5088	KMeans
21.5307	KMeans
21.5307	KMeans
21.6253	KMeans
21.644	KMeans
21.6798	KMeans
21.6869	KMeans
21.7634	KMeans
21.7644	KMeans
21.7879	KMeans
21.817	KMeans
21.8897	KMeans
21.9417	KMeans
21.9516	KMeans
21.9769	KMeans
21.9845	KMeans
21.9845	KMeans
22.0147	KMeans
22.0353	KMeans
22.0365	KMeans
22.0949	KMeans
22.1113	KMeans
22.1314	KMeans
22.1453	KMeans
22.1521	KMeans
22.2866	KMeans
22.2881	KMeans
22.3087	KMeans
22.3087	KMeans
22.3117	KMeans
22.3179	KMeans
22.3447	KMeans
22.345	KMeans
22.3626	KMeans
22.3651	KMeans
22.4443	KMeans
22.4711	KMeans
22.4711	KMeans
22.5313	KMeans
22.5681	KMeans
22.5705	KMeans
22.5844	KMeans
22.6428	KMeans
22.6428	KMeans
22.7566	KMeans
22.8411	KMeans
22.8742	KMeans
22.8832	KMeans
22.8832	KMeans
22.9082	KMeans
22.9153	KMeans
22.9688	KMeans
22.9769	KMeans
23.0316	KMeans
23.0316	KMeans
23.0738	KMeans
23.0738	KMeans
23.0791	KMeans
23.0854	KMeans
23.0965	KMeans
23.1299	KMeans
23.1299	KMeans
23.1342	KMeans
23.1473	KMeans
23.1944	KMeans
23.3288	KMeans
23.4741	KMeans
23.4741	KMeans
23.5814	KMeans
23.5836	KMeans
23.6514	KMeans
23.6514	KMeans
23.849	KMeans
23.8774	KMeans
23.8921	KMeans
23.8921	KMeans
23.8986	KMeans
23.926	KMeans
23.94	KMeans
23.9405	KMeans
23.9494	KMeans
23.9944	KMeans
24.0604	KMeans
24.3019	KMeans
24.4568	KMeans
24.4687	KMeans
24.5186	KMeans
24.5522	KMeans
24.6108	KMeans
24.6722	KMeans
24.6894	KMeans
24.6894	KMeans
24.7709	KMeans
24.8385	KMeans
24.8744	KMeans
25.0772	KMeans
25.1299	KMeans
25.1299	KMeans
25.1837	KMeans
25.256	KMeans
25.2696	KMeans
25.2927	KMeans
25.3008	KMeans
25.3011	KMeans
25.3311	KMeans
25.4199	KMeans
25.5652	KMeans
25.5665	KMeans
25.5789	KMeans
25.5945	KMeans
25.6272	KMeans
25.6418	KMeans
25.6477	KMeans
25.6555	KMeans
25.6574	KMeans
25.7128	KMeans
25.7485	KMeans
25.869	KMeans
25.8702	KMeans
25.8745	KMeans
25.9064	KMeans
25.9445	KMeans
26.0106	KMeans
26.0493	KMeans
26.0858	KMeans
26.1109	KMeans
26.1464	KMeans
26.2629	KMeans
26.4568	KMeans
26.4949	KMeans
26.5127	KMeans
26.6089	KMeans
26.6152	KMeans
26.6394	KMeans
26.6493	KMeans
26.8331	KMeans
26.8533	KMeans
27.0027	KMeans
27.0951	KMeans
27.126	KMeans
27.126	KMeans
27.126	KMeans
27.2591	KMeans
27.31	KMeans
27.3838	KMeans
27.4793	KMeans
27.5625	KMeans
27.5935	KMeans
27.8519	KMeans
27.8519	KMeans
27.8561	KMeans
27.9407	KMeans
27.9407	KMeans
28.1851	KMeans
28.5252	KMeans
28.8898	KMeans
29.1605	KMeans
29.3633	KMeans
29.444	KMeans
29.7281	KMeans
29.8006	KMeans
29.8202	KMeans
30.3606	KMeans
30.3903	KMeans
32.5136	KMeans
33.5119	KMeans
33.7784	KMeans
2.3527	MeanShift
2.7686	MeanShift
2.7686	MeanShift
3.3381	MeanShift
4.3144	MeanShift
4.6532	MeanShift
4.6532	MeanShift
5.1589	MeanShift
6.1062	MeanShift
6.2369	MeanShift
6.2369	MeanShift
6.3969	MeanShift
6.7211	MeanShift
6.7211	MeanShift
6.9833	MeanShift
6.9833	MeanShift
7.0354	MeanShift
7.0354	MeanShift
7.0642	MeanShift
7.0642	MeanShift
8.3212	MeanShift
8.6111	MeanShift
8.8018	MeanShift
9.0678	MeanShift
9.1912	MeanShift
9.1912	MeanShift
9.2685	MeanShift
9.381	MeanShift
9.4004	MeanShift
9.5379	MeanShift
9.5959	MeanShift
10.5647	MeanShift
10.6822	MeanShift
11.8257	MeanShift
12.0879	MeanShift
12.1642	MeanShift
12.5928	MeanShift
12.7969	MeanShift
12.8241	MeanShift
12.8386	MeanShift
12.8477	MeanShift
12.934	MeanShift
12.934	MeanShift
12.9949	MeanShift
13.5496	MeanShift
13.5496	MeanShift
13.6036	MeanShift
13.9467	MeanShift
14.0719	MeanShift
14.6271	MeanShift
14.8228	MeanShift
14.8864	MeanShift
14.8947	MeanShift
14.9842	MeanShift
14.9842	MeanShift
15.0662	MeanShift
15.0691	MeanShift
15.241	MeanShift
15.2579	MeanShift
15.2591	MeanShift
15.2939	MeanShift
15.2962	MeanShift
15.3188	MeanShift
15.3828	MeanShift
15.4953	MeanShift
15.5579	MeanShift
15.5579	MeanShift
15.5738	MeanShift
15.5936	MeanShift
15.6189	MeanShift
15.6421	MeanShift
15.9719	MeanShift
15.9781	MeanShift
15.9963	MeanShift
16.0046	MeanShift
16.0571	MeanShift
16.0571	MeanShift
16.0776	MeanShift
16.2213	MeanShift
16.2213	MeanShift
16.2364	MeanShift
16.2475	MeanShift
16.2696	MeanShift
16.2895	MeanShift
16.3578	MeanShift
16.3895	MeanShift
16.4049	MeanShift
16.4814	MeanShift
16.5025	MeanShift
16.5068	MeanShift
16.5068	MeanShift
16.6252	MeanShift
16.6887	MeanShift
16.7182	MeanShift
16.7731	MeanShift
16.7731	MeanShift
16.7903	MeanShift
16.8069	MeanShift
16.808	MeanShift
16.8222	MeanShift
16.8852	MeanShift
16.9001	MeanShift
16.9187	MeanShift
16.9497	MeanShift
17.0292	MeanShift
17.0332	MeanShift
17.2098	MeanShift
17.2098	MeanShift
17.2182	MeanShift
17.2182	MeanShift
17.2182	MeanShift
17.324	MeanShift
17.3717	MeanShift
17.3884	MeanShift
17.411	MeanShift
17.5033	MeanShift
17.5251	MeanShift
17.577	MeanShift
17.5892	MeanShift
17.5905	MeanShift
17.5909	MeanShift
17.6053	MeanShift
17.6089	MeanShift
17.6336	MeanShift
17.774	MeanShift
17.7847	MeanShift
17.7847	MeanShift
17.8838	MeanShift
17.9389	MeanShift
17.9727	MeanShift
18.0819	MeanShift
18.1182	MeanShift
18.1264	MeanShift
18.3513	MeanShift
18.4242	MeanShift
18.4451	MeanShift
18.4739	MeanShift
18.5249	MeanShift
18.5436	MeanShift
18.6337	MeanShift
18.6696	MeanShift
18.7931	MeanShift
18.8085	MeanShift
18.8966	MeanShift
18.924	MeanShift
19.1122	MeanShift
19.1286	MeanShift
19.1614	MeanShift
19.1614	MeanShift
19.2466	MeanShift
19.3933	MeanShift
19.4985	MeanShift
19.4985	MeanShift
19.5513	MeanShift
19.5513	MeanShift
19.5927	MeanShift
19.5927	MeanShift
19.5974	MeanShift
19.6136	MeanShift
19.6136	MeanShift
19.6335	MeanShift
19.6336	MeanShift
19.6908	MeanShift
19.7372	MeanShift
19.7437	MeanShift
19.8351	MeanShift
19.8351	MeanShift
19.9268	MeanShift
19.9414	MeanShift
19.9566	MeanShift
20.0055	MeanShift
20.0055	MeanShift
20.0805	MeanShift
20.0837	MeanShift
20.1088	MeanShift
20.1205	MeanShift
20.1205	MeanShift
20.1525	MeanShift
20.1611	MeanShift
20.1831	MeanShift
20.286	MeanShift
20.3613	MeanShift
20.403	MeanShift
20.4458	MeanShift
20.4458	MeanShift
20.4822	MeanShift
20.616	MeanShift
20.6475	MeanShift
20.7027	MeanShift
20.7239	MeanShift
20.8372	MeanShift
20.8372	MeanShift
20.8908	MeanShift
20.9957	MeanShift
21.1786	MeanShift
21.1786	MeanShift
21.25	MeanShift
21.3233	MeanShift
21.3479	MeanShift
21.3718	MeanShift
21.4838	MeanShift
21.5088	MeanShift
21.5307	MeanShift
21.5307	MeanShift
21.6253	MeanShift
21.644	MeanShift
21.6798	MeanShift
21.6869	MeanShift
21.7634	MeanShift
21.7644	MeanShift
21.7879	MeanShift
21.817	MeanShift
21.8897	MeanShift
21.9417	MeanShift
21.9516	MeanShift
21.9769	MeanShift
21.9845	MeanShift
21.9845	MeanShift
22.0147	MeanShift
22.0353	MeanShift
22.0365	MeanShift
22.0949	MeanShift
22.1113	MeanShift
22.1314	MeanShift
22.1453	MeanShift
22.1521	MeanShift
22.2866	MeanShift
22.2881	MeanShift
22.3087	MeanShift
22.3087	MeanShift
22.3117	MeanShift
22.3179	MeanShift
22.3447	MeanShift
22.345	MeanShift
22.3626	MeanShift
22.3651	MeanShift
22.4443	MeanShift
22.4711	MeanShift
22.4711	MeanShift
22.5313	MeanShift
22.5681	MeanShift
22.5705	MeanShift
22.5844	MeanShift
22.6428	MeanShift
22.6428	MeanShift
22.7566	MeanShift
22.8411	MeanShift
