species	genus	type	hi
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6641
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3589
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5703
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3132
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9249
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6489
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8925
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6165
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5641
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3216
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.3056
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7408
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4649
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5703
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3132
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8032
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5272
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0244
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6922
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5239
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.2480
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7408
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4649
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8727
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.5967
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8581
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.5529
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4778
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1226
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7904
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.4999
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2239
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4778
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5852
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7532
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5107
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6942
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4014
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7762
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4508
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9902
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7477
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7045
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4620
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6942
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4014
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4604
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1226
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7904
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.3090
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4778
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5641
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3216
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5641
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3216
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5227
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5667
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2824
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5227
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7691
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5266
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4725
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6316
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3891
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5231
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2881
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.8370
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.5945
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4725
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6395
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.3969
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.3589
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1164
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5802
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.3132
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6203
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3534
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7511
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5086
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8032
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5606
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4995
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1943
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6926
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3938
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.8768
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5780
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5824
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3399
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.0102
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0599
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4286
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4725
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2952
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9906
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.4006
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.1247
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6926
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3938
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8032
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5606
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.2924
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0165
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5239
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.2814
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4778
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4725
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4216
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1790
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8049
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4997
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6395
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.3969
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5864
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3439
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4312
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.2924
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0165
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4216
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7834
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5227
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7691
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4931
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0054
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6186
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3761
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1619
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.8950
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8320
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4997
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0054
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2582
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.0157
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9155
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6395
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7559
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4262
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4474
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2049
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9745
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6922
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.0102
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2610
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6622
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7408
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4983
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6367
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.3315
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4726
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1674
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5097
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2051
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8486
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6061
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8486
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6061
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9447
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6395
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1634
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8582
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.4999
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2239
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0389
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4995
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1943
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9604
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0389
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0389
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5584
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2824
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4684
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1924
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7678
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4356
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7678
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4356
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2610
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9314
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5265
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1943
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6928
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4356
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4786
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1943
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4946
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2186
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3995
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1569
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.4203
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.2188
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3415
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1400
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.4874
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.2051
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.5176
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.2188
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3953
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1528
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.1622
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.9197
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3415
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1400
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.4400
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.2385
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	16.1260
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.8834
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3415
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1400
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3415
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.1400
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.0152
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.7727
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	15.3372
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.0947
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7105
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4262
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	16.2374
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.9323
s__Citrobacter freundii	g__Citrobacter	hic1	13.2030
s__Citrobacter freundii	g__Citrobacter	hic2	14.7444
s__Citrobacter freundii	g__Citrobacter	hic1	13.6953
s__Citrobacter freundii	g__Citrobacter	hic2	15.2996
s__Citrobacter freundii	g__Citrobacter	hic1	13.3200
s__Citrobacter freundii	g__Citrobacter	hic2	14.8680
s__Citrobacter freundii	g__Citrobacter	hic1	14.1218
s__Citrobacter freundii	g__Citrobacter	hic2	15.7647
s__Citrobacter freundii	g__Citrobacter	hic1	14.0636
s__Citrobacter freundii	g__Citrobacter	hic2	15.6481
s__Citrobacter freundii	g__Citrobacter	hic1	12.9174
s__Citrobacter freundii	g__Citrobacter	hic2	14.5492
s__Citrobacter freundii	g__Citrobacter	hic1	13.4054
s__Citrobacter freundii	g__Citrobacter	hic2	15.1216
s__Citrobacter freundii	g__Citrobacter	hic1	12.9648
s__Citrobacter freundii	g__Citrobacter	hic2	14.5559
s__Citrobacter freundii	g__Citrobacter	hic1	15.3820
s__Citrobacter freundii	g__Citrobacter	hic2	17.0204
s__Citrobacter freundii	g__Citrobacter	hic1	13.2769
s__Citrobacter freundii	g__Citrobacter	hic2	14.9186
s__Citrobacter freundii	g__Citrobacter	hic1	13.7333
s__Citrobacter freundii	g__Citrobacter	hic2	15.3243
s__Citrobacter freundii	g__Citrobacter	hic1	15.4399
s__Citrobacter freundii	g__Citrobacter	hic2	17.0243
s__Citrobacter freundii	g__Citrobacter	hic1	13.6075
s__Citrobacter freundii	g__Citrobacter	hic2	15.1919
s__Citrobacter freundii	g__Citrobacter	hic1	14.8604
s__Citrobacter freundii	g__Citrobacter	hic2	16.6476
s__Citrobacter freundii	g__Citrobacter	hic1	12.9648
s__Citrobacter freundii	g__Citrobacter	hic2	14.6812
s__Citrobacter freundii	g__Citrobacter	hic1	13.2769
s__Citrobacter freundii	g__Citrobacter	hic2	14.8614
s__Citrobacter freundii	g__Citrobacter	hic1	13.6075
s__Citrobacter freundii	g__Citrobacter	hic2	15.1651
s__Citrobacter freundii	g__Citrobacter	hic1	15.4357
s__Citrobacter freundii	g__Citrobacter	hic2	17.0243
s__Citrobacter freundii	g__Citrobacter	hic1	13.5942
s__Citrobacter freundii	g__Citrobacter	hic2	15.1356
s__Citrobacter freundii	g__Citrobacter	hic1	13.3200
s__Citrobacter freundii	g__Citrobacter	hic2	14.8614
s__Citrobacter freundii	g__Citrobacter	hic1	14.0990
s__Citrobacter freundii	g__Citrobacter	hic2	15.7234
s__Citrobacter freundii	g__Citrobacter	hic1	14.3682
s__Citrobacter freundii	g__Citrobacter	hic2	15.9593
s__Citrobacter freundii	g__Citrobacter	hic1	12.8648
s__Citrobacter freundii	g__Citrobacter	hic2	14.4558
s__Citrobacter freundii	g__Citrobacter	hic1	13.2734
s__Citrobacter freundii	g__Citrobacter	hic2	14.8607
s__Citrobacter freundii	g__Citrobacter	hic1	14.7856
s__Citrobacter freundii	g__Citrobacter	hic2	16.3766
s__Citrobacter freundii	g__Citrobacter	hic1	13.6429
s__Citrobacter freundii	g__Citrobacter	hic2	15.2340
s__Citrobacter freundii	g__Citrobacter	hic1	14.8865
s__Citrobacter freundii	g__Citrobacter	hic2	16.4775
s__Citrobacter freundii	g__Citrobacter	hic1	13.5883
s__Citrobacter freundii	g__Citrobacter	hic2	15.1883
s__Citrobacter freundii	g__Citrobacter	hic1	13.8959
s__Citrobacter freundii	g__Citrobacter	hic2	15.4959
s__Citrobacter freundii	g__Citrobacter	hic1	13.6429
s__Citrobacter freundii	g__Citrobacter	hic2	15.2340
s__Citrobacter freundii	g__Citrobacter	hic1	14.1218
s__Citrobacter freundii	g__Citrobacter	hic2	15.7129
s__Citrobacter freundii	g__Citrobacter	hic1	14.1218
s__Citrobacter freundii	g__Citrobacter	hic2	15.7129
