type	hi
sdp	6.28
sdp	4.52
sdp	9.84
sdp	2.31
sdp	7.1
sdp	10.81
sdp	2.35
sdp	9.16
sdp	14.34
sdp	14.36
sdp	1.93
sdp	11.68
sdp	12.2
sdp	12.1
sdp	7.61
sdp	5.5
sdp	5.5
sdp	12.1
sdp	2.77
sdp	8.98
sdp	11.79
sdp	5.5
sdp	7.61
sdp	12.2
sdp	15.25
sdp	2.94
sdp	5.67
sdp	10.64
sdp	13.55
sdp	13.66
sdp	1.36
sdp	10.58
sdp	15.93
sdp	5.7
sdp	6.27
sdp	15.33
sdp	10.64
sdp	2.94
sdp	8.18
sdp	2.82
sdp	2.77
sdp	5.09
sdp	6.72
sdp	14.3
sdp	10.64
sdp	2.94
sdp	8.18
sdp	6.81
sdp	12.34
sdp	2.9
sdp	12.33
sdp	2.35
sdp	8.98
sdp	6.56
sdp	11.79
sdp	6.2
sdp	5.5
sdp	7.61
sdp	12.2
sdp	13.75
sdp	6.72
sdp	10.43
sdp	6.36
sdp	5.89
sdp	1.93
sdp	8.98
sdp	11.68
sdp	11.79
sdp	12.2
sdp	7.07
sdp	15.25
sdp	12.2
sdp	15.23
sdp	13.67
sdp	5.22
sdp	6.2
sdp	11.81
sdp	10.74
sdp	13.75
sdp	10.64
sdp	13.55
sdp	13.66
sdp	5.67
sdp	1.36
sdp	10.01
sdp	4.34
sdp	12.92
sdp	8.1
sdp	2.48
sdp	14.61
sdp	8.03
sdp	13.66
sdp	1.36
sdp	4.52
sdp	3.92
sdp	10.62
sdp	12.06
sdp	6.66
sdp	4.23
sdp	4.27
sdp	6.84
sdp	8.98
sdp	6.56
sdp	11.79
sdp	6.2
sdp	5.5
sdp	7.61
sdp	13.75
sdp	12.2
sdp	12.34
sdp	7.54
sdp	11.68
sdp	12.06
sdp	11.68
sdp	1.93
sdp	12.2
sdp	5.5
sdp	7.61
sdp	5.5
sdp	1.93
sdp	12.34
sdp	2.77
sdp	7.54
sdp	12.06
sdp	14.3
sdp	5.67
sdp	12.34
sdp	2.77
sdp	12.06
sdp	7.54
sdp	2.77
sdp	5.67
sdp	5.48
sdp	7.38
sdp	14
sdp	14.29
sdp	11.68
sdp	5.66
sdp	12.74
sdp	10.58
sdp	15.93
sdp	9.92
sdp	9.6
sdp	12.06
sdp	6.5
sdp	1.36
sdp	13.55
sdp	10.64
sdp	5.85
sdp	12.34
sdp	2.77
sdp	6.84
sdp	12.06
sdp	6.75
sdp	2.35
sdp	10.53
sdp	5.09
sdp	12.34
sdp	2.77
sdp	6.84
sdp	12.06
sdp	3.81
sdp	5.09
sdp	2.42
sdp	5.89
sdp	12.92
sdp	1.36
sdp	3.11
sdp	3.69
sdp	12.33
sdp	4.68
sdp	10.24
sdp	12.06
sdp	6.72
sdp	1.93
sdp	2.94
sdp	0.54
sdp	2.77
sdp	4.52
sdp	3.61
sdp	8.37
sdp	16.4
sdp	0.95
sdp	6.84
sdp	14.52
sdp	3.37
sdp	10.62
sdp	12.34
sdp	2.77
sdp	7.54
sdp	12.06
sdp	0.95
sdp	1.36
sdp	1.36
sdp	11.68
sdp	10.24
sdp	12.74
sdp	5.5
sdp	2.35
sdp	10.97
sdp	12.68
sdp	10.64
sdp	13.66
sdp	1.36
sdp	2.42
sdp	5.09
sdp	6.08
sdp	12.92
sdp	4.68
sdp	12.33
sdp	12.33
sdp	5.89
sdp	8.1
sdp	4.93
sdp	7.21
sdp	12.33
sdp	12.33
sdp	7.24
sdp	5.12
sdp	2.48
sdp	10.74
sdp	6.82
sdp	14
sdp	5.67
sdp	12.06
sdp	14.13
sdp	14.44
sdp	9.72
sdp	5.89
sdp	5.22
sdp	11.51
sdp	2.77
sdp	12.06
sdp	7.54
sdp	8.19
sdp	6.2
sdp	2.9
sdp	7.85
sdp	5.67
sdp	13.66
sdp	1.36
sdp	4.52
sdp	9.84
sdp	2.31
sdp	5.36
sdp	6.08
sdp	12.92
sdp	14.61
sdp	3.89
sdp	4.71
sdp	5.29
sdp	5.53
sdp	12
sdp	10.15
sdp	6.75
sdp	2.35
sdp	10.15
sdp	2.48
sdp	5.67
sdp	14
sdp	3.43
sdp	1.93
sdp	8.15
sdp	8.15
sdp	13.61
sdp	12.2
sdp	5.36
sdp	6.08
sdp	12.92
sdp	4.68
sdp	14.61
sdp	8.24
sdp	5.15
sdp	10.56
sdp	14
sdp	14
sdp	2.42
sdp	5.89
sdp	12.92
sdp	12.33
sdp	3.43
sdp	2.35
sdp	3.88
sdp	7.61
sdp	3.43
sdp	8.83
sdp	4.1
sdp	14.3
sdp	6.84
sdp	6.84
sdp	5.97
sdp	1.93
sdp	14.3
sdp	14.98
sdp	13.61
sdp	11.68
sdp	11.68
sdp	15.23
sdp	14.98
sdp	11.68
sdp	9.6
sdp	2.42
sdp	6.08
sdp	12.92
sdp	12.33
sdp	14.61
sdp	4.23
sdp	12.33
sdp	5.69
sdp	15.2
sdp	3.88
sdp	12.92
sdp	1.53
sdp	1.93
sdp	5.89
sdp	7.96
sdp	6.2
sdp	5.94
sdp	6.84
sdp	1.93
sdp	7.83
sdp	1.49
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	2.42
sdp	5.89
sdp	12.92
sdp	4.48
sdp	12.33
sdp	4.4
sdp	2.94
sdp	3.44
sdp	16.52
sdp	2.55
sdp	12.26
sdp	2.35
sdp	1.95
sdp	11.12
sdp	1.93
sdp	5.89
sdp	6.2
sdp	1.49
sdp	3.89
sdp	3.89
sdp	14.89
sdp	8.56
sdp	3.89
sdp	5.34
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	10.43
sdp	13.66
sdp	8.53
sdp	1.53
sdp	5.06
sdp	13.12
sdp	2.77
sdp	2.77
sdp	1.36
sdp	8.92
sdp	1.93
sdp	5.13
sdp	3.85
sdp	2.77
sdp	5.89
sdp	12.06
sdp	3.88
sdp	1.41
sdp	2.94
sdp	1.53
sdp	2.94
sdp	10.97
sdp	12.34
sdp	14.04
sdp	4.47
sdp	1.49
sdp	3.89
sdp	8.48
sdp	7.97
sdp	8.65
sdp	1.36
sdp	8.92
sdp	14.3
sdp	11.68
sdp	11.68
sdp	9.6
sdp	3.81
sdp	3.72
sdp	6.84
sdp	10.56
sdp	14
sdp	2.42
sdp	5.89
sdp	12.92
sdp	12.33
sdp	12.06
sdp	12.33
sdp	2.35
sdp	6.55
sdp	6.88
sdp	5.67
sdp	6.84
sdp	3.89
sdp	3.81
sdp	1.93
sdp	11.68
sdp	5.5
sdp	6.2
sdp	5.5
sdp	4.65
sdp	2.77
sdp	0.95
sdp	7.97
sdp	12.2
sdp	5.89
sdp	1.93
sdp	11.68
sdp	5.5
sdp	6.2
sdp	5.5
sdp	12.92
sdp	8.1
sdp	2.48
sdp	14.61
sdp	12.33
sdp	3.44
sdp	9.7
sdp	11.4
sdp	8.25
sdp	5.34
sdp	5.89
sdp	15.3
sdp	3.43
sdp	6.2
sdp	8.19
sdp	14
sdp	8.83
sdp	6.68
sdp	12.02
sdp	3.76
sdp	2.42
sdp	5.89
sdp	2.35
sdp	12.33
sdp	2.42
sdp	5.89
sdp	12.92
sdp	12.33
sdp	2.35
sdp	5.06
sdp	2.77
sdp	7.75
sdp	4.52
sdp	11.99
sdp	13.24
sdp	8.48
sdp	2.42
sdp	5.89
sdp	12.92
sdp	12.33
sdp	4.68
sdp	12.33
sdp	6.75
sdp	10.7
sdp	5.83
sdp	2.82
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	12.56
sdp	5.66
sdp	9.38
sdp	14.89
sdp	6.91
sdp	3.88
sdp	3.43
sdp	8.2
sdp	3.8
sdp	7
sdp	8.25
sdp	14.54
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	13.66
sdp	2.59
sdp	5.11
sdp	5.36
sdp	5.89
sdp	12.92
sdp	4.68
sdp	3.43
sdp	5.67
sdp	5.36
sdp	3.83
sdp	8.87
sdp	6.72
sdp	10.35
sdp	3.89
sdp	8.48
sdp	2.82
sdp	3.27
sdp	2.94
sdp	5.06
sdp	2.42
sdp	12.92
sdp	6.08
sdp	4.68
sdp	6.06
sdp	14
sdp	12.86
sdp	5.59
sdp	6.84
sdp	14.52
sdp	5.36
sdp	4.93
sdp	5.89
sdp	12.92
sdp	12.33
sdp	4.68
sdp	4.52
sdp	6.72
sdp	6.72
sdp	5.76
sdp	13.89
sdp	5.09
sdp	3.06
sdp	5.69
sdp	15.2
sdp	1.93
sdp	5.5
sdp	11.68
sdp	6.2
sdp	5.5
sdp	5.34
sdp	6.84
sdp	5.63
sdp	2.42
sdp	5.89
sdp	12.92
sdp	12.33
sdp	2.35
sdp	3.43
sdp	5.5
sdp	12.06
sdp	5.36
sdp	5.89
sdp	12.92
sdp	5.73
sdp	4.14
sdp	3.8
sdp	5.89
sdp	10.62
sdp	16.24
sdp	5.06
sdp	5.89
sdp	13.16
sdp	10.62
sdp	2.94
sdp	3.92
sdp	13.66
sdp	8.53
sdp	3.81
sdp	10.62
sdp	13.9
sdp	5.09
sdp	5.26
sdp	5.89
sdp	5.26
sdp	13.66
sdp	6.38
sdp	3.81
sdp	12.06
sdp	5.67
sdp	5.36
sdp	3.83
sdp	8.87
sdp	6.72
sdp	12.5
sdp	5.41
sdp	16.82
sdp	1.93
sdp	8.15
sdp	13.61
sdp	12.2
sdp	3.27
sdp	6.84
sdp	5.13
sdp	6.84
sdp	5.97
sdp	5.67
sdp	3.73
sdp	0.95
sdp	13.9
sdp	5.09
sdp	8.65
sdp	12.02
sdp	5.5
sdp	3.48
sdp	13.89
sdp	5.09
sdp	12.06
sdp	2.49
sdp	10.8
sdp	5.36
sdp	5.89
sdp	12.92
sdp	12.33
sdp	4.68
sdp	11.68
sdp	5.5
sdp	5.09
sdp	12.12
sdp	8.9
sdp	5.09
sdp	5.89
sdp	13.16
sdp	10.62
sdp	2.42
sdp	5.89
sdp	12.92
sdp	4.68
sdp	6.36
sdp	2.77
sdp	9.42
sdp	12.02
sdp	5.5
sdp	2.35
sdp	9.42
sdp	4.4
sdp	2.82
sdp	6.36
sdp	14.84
sdp	12.33
sdp	4.68
sdp	3.43
sdp	8.19
sdp	14.3
sdp	12.06
sdp	12.33
sdp	1.53
sdp	3.88
sdp	3.43
sdp	4.84
sdp	3.34
sdp	12.2
sdp	12.02
sdp	5.09
sdp	12.12
sdp	8.9
sdp	5.09
sdp	5.26
sdp	1.49
sdp	14
sdp	3.43
sdp	5.5
sdp	14.84
sdp	12.33
sdp	3.88
sdp	10.65
sdp	4.84
sdp	3.34
sdp	13.12
sdp	3.81
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	5.67
sdp	3.73
sdp	10.42
sdp	10.43
sdp	2.77
sdp	2.35
sdp	10.97
sdp	6.75
sdp	8.41
sdp	6.85
sdp	10.62
sdp	12.58
sdp	12
sdp	4.87
sdp	13.09
sdp	6.28
sdp	14.54
sdp	1.36
sdp	5.35
sdp	13.24
sdp	6.05
sdp	6.52
sdp	3.37
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	12.33
sdp	5.15
sdp	5.71
sdp	2.85
sdp	10.62
sdp	12.92
sdp	10.15
sdp	13.46
sdp	6.2
sdp	8.98
sdp	8.41
sdp	3.85
sdp	12.06
sdp	13.5
sdp	5.5
sdp	3.69
sdp	3.27
sdp	8.1
sdp	0.95
sdp	2.35
sdp	11.51
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	8.13
sdp	10.72
sdp	1.49
sdp	12.33
sdp	1.97
sdp	2.52
sdp	5.36
sdp	6.08
sdp	12.92
sdp	12.33
sdp	4.68
sdp	14.61
sdp	2.42
sdp	12.92
sdp	5.89
sdp	4.27
sdp	15.11
sdp	2.94
sdp	5.67
sdp	0.95
sdp	4.84
sdp	2.94
sdp	5.67
sdp	13.12
sdp	1.49
sdp	3.81
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	12.33
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	3.88
sdp	4.27
sdp	5.09
sdp	5.35
sdp	13.24
sdp	2.85
sdp	10.62
sdp	12.65
sdp	2.77
sdp	6.36
sdp	2.77
sdp	2.77
sdp	6.72
sdp	13.12
sdp	1.49
sdp	3.81
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	13.24
sdp	13.08
sdp	5.49
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	5.05
sdp	6.84
sdp	11.68
sdp	12.33
sdp	14
sdp	2.42
sdp	5.89
sdp	12.92
sdp	5.86
sdp	3.88
sdp	3.37
sdp	3.89
sdp	5.15
sdp	3.73
sdp	4.68
sdp	10.62
sdp	5.36
sdp	6.08
sdp	12.92
sdp	4.68
sdp	12.33
sdp	11.34
sdp	1.53
sdp	10.64
sdp	1.49
sdp	5.89
sdp	3.81
sdp	1.53
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	3.88
sdp	3.81
sdp	3.35
sdp	3.35
sdp	7.54
sdp	2.48
sdp	2.35
sdp	7.03
sdp	6.63
sdp	5.97
sdp	3.89
sdp	5.67
sdp	15.21
sdp	6.55
sdp	3.65
sdp	9.42
sdp	5.36
sdp	7.59
sdp	6.08
sdp	12.92
sdp	7.75
sdp	10.62
sdp	2.94
sdp	1.53
sdp	6.01
sdp	3.88
sdp	5.13
sdp	5.22
sdp	14.98
sdp	3.81
sdp	2.89
sdp	2.48
sdp	4.52
sdp	2.85
sdp	10.62
sdp	2.82
sdp	11.68
sdp	6.98
sdp	3.89
sdp	11.48
sdp	5.43
sdp	3.88
sdp	2.77
sdp	9.42
sdp	2.35
sdp	2.48
sdp	5.09
sdp	12.65
sdp	8.87
sdp	12.33
sdp	6.36
sdp	12.33
sdp	6.72
sdp	3.81
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	11.68
sdp	10.35
sdp	1.49
sdp	12.06
sdp	15.58
sdp	5.67
sdp	14
sdp	12.36
sdp	12.33
sdp	4.87
sdp	5.81
sdp	5.94
sdp	5.67
sdp	14.52
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	5.09
sdp	12.65
sdp	2.77
sdp	7.96
sdp	2.77
sdp	6.72
sdp	6.84
sdp	3.81
sdp	3.92
sdp	2.31
sdp	4.95
sdp	4.68
sdp	0.95
sdp	4.23
sdp	10.42
sdp	13.74
sdp	14
sdp	11.34
sdp	1.53
sdp	12.49
sdp	13.09
sdp	2.94
sdp	1.53
sdp	10.62
sdp	3.57
sdp	10.97
sdp	2.35
sdp	4.23
sdp	7.61
sdp	4.88
sdp	12.51
sdp	6.55
sdp	2.35
sdp	10.97
sdp	12.34
sdp	2.42
sdp	6.08
sdp	12.92
sdp	4.68
sdp	3.11
sdp	14.61
sdp	15.81
sdp	5.98
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	5.53
sdp	12.61
sdp	2.42
sdp	12.34
sdp	5.89
sdp	12.92
sdp	3.41
sdp	2.42
sdp	12.33
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	10.27
sdp	2.94
sdp	1.53
sdp	2.35
sdp	12.46
sdp	3.81
sdp	2.35
sdp	2.42
sdp	12.33
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	14
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	4.68
sdp	2.77
sdp	1.93
sdp	6.2
sdp	3.43
sdp	5.5
sdp	2.77
sdp	1.41
sdp	7.03
sdp	6.63
sdp	11.53
sdp	9.38
sdp	1.93
sdp	5.89
sdp	12.92
sdp	2.77
sdp	1.36
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	3.41
sdp	10.62
sdp	3.89
sdp	5.15
sdp	13.24
sdp	13.08
sdp	4.43
sdp	9.7
sdp	14
sdp	1.93
sdp	5.89
sdp	15.27
sdp	8.19
sdp	6.2
sdp	3.65
sdp	10.62
sdp	2.85
sdp	10.62
sdp	8.92
sdp	4.43
sdp	4.43
sdp	3.37
sdp	2.85
sdp	10.62
sdp	10.62
sdp	4.43
sdp	1.36
sdp	3.81
sdp	3.35
sdp	1.41
sdp	1.95
sdp	4.23
sdp	1.49
sdp	4.95
sdp	8.98
sdp	4.64
sdp	6.15
sdp	2.35
sdp	2.35
sdp	12.33
sdp	4.87
sdp	5.81
sdp	5.94
sdp	2.35
sdp	1.4
sdp	3.88
sdp	3.81
sdp	1.41
sdp	3.35
sdp	1.95
sdp	4.23
sdp	1.49
sdp	4.95
sdp	11.49
sdp	11.6
sdp	9.9
sdp	4.43
sdp	4.81
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	4.43
sdp	15.58
sdp	6.62
sdp	3.88
sdp	10.15
sdp	5.89
sdp	11.68
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	1.49
sdp	3.88
sdp	12.56
sdp	3.89
sdp	5.15
sdp	14.42
sdp	1.53
sdp	10.15
sdp	0.95
sdp	10.62
sdp	14.3
sdp	15.52
sdp	15.3
sdp	5.97
sdp	14.89
sdp	11.68
sdp	7.26
sdp	11.24
sdp	3.89
sdp	5.15
sdp	3.73
sdp	2.9
sdp	10.62
sdp	3.43
sdp	12.2
sdp	10.62
sdp	2.42
sdp	12.34
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	13.5
sdp	7.26
sdp	2.94
sdp	1.49
sdp	12.06
sdp	4.68
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	8.2
sdp	1.41
sdp	3.89
sdp	5.15
sdp	5.36
sdp	7.59
sdp	6.08
sdp	12.92
sdp	2.35
sdp	12.06
sdp	13.56
sdp	5.89
sdp	3.88
sdp	14.52
sdp	6.65
sdp	7.8
sdp	2.94
sdp	5.67
sdp	5.89
sdp	11.85
sdp	4.43
sdp	0.95
sdp	5.09
sdp	12.65
sdp	8.87
sdp	2.77
sdp	6.36
sdp	2.77
sdp	6.72
sdp	10.74
sdp	5.89
sdp	7.71
sdp	12.06
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	3.41
sdp	4.68
sdp	4.43
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	5.36
sdp	5.89
sdp	12.92
sdp	10.58
sdp	1.95
sdp	7.59
sdp	12.33
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	1.49
sdp	4.68
sdp	0.95
sdp	4.23
sdp	5.35
sdp	13.24
sdp	9.16
sdp	15.58
sdp	10.58
sdp	12.06
sdp	7.87
sdp	2.42
sdp	5.09
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	3.44
sdp	13.72
sdp	13.51
sdp	13.08
sdp	13.68
sdp	9.7
sdp	5.49
sdp	2.94
sdp	1.53
sdp	4.48
sdp	6.01
sdp	5.09
sdp	4.34
sdp	6.84
sdp	3.81
sdp	5.67
sdp	13.12
sdp	1.49
sdp	3.81
sdp	14
sdp	2.42
sdp	2.35
sdp	13.12
sdp	1.49
sdp	5.89
sdp	3.81
sdp	13.12
sdp	1.49
sdp	5.89
sdp	3.81
sdp	6.22
sdp	5.66
sdp	4.17
sdp	3.88
sdp	5.67
sdp	15.21
sdp	2.42
sdp	5.89
sdp	12.92
sdp	5.36
sdp	2.35
sdp	5.89
sdp	6.08
sdp	12.92
sdp	13.08
sdp	4.43
sdp	13.24
sdp	2.35
sdp	2.94
sdp	5.67
sdp	2.85
sdp	10.62
sdp	4.27
sdp	2.42
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	3.44
sdp	1.41
sdp	11.68
sdp	11.79
sdp	5.5
sdp	12.99
sdp	6.2
sdp	12.2
sdp	13.67
sdp	5.22
sdp	14
sdp	7.82
sdp	6.28
sdp	10.58
sdp	1.53
sdp	2.35
sdp	2.77
sdp	12.33
sdp	2.77
sdp	3.06
sdp	4.27
sdp	2.77
sdp	10.97
sdp	5.09
sdp	6.36
sdp	10
sdp	2.82
sdp	14.89
sdp	10.57
sdp	2.35
sdp	12.34
sdp	5.67
sdp	10.24
sdp	9.09
sdp	6.36
sdp	3.69
sdp	2.77
sdp	5.09
sdp	5.09
sdp	2.94
sdp	4.52
sdp	2.9
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	11.79
sdp	14.48
sdp	11.68
sdp	5.5
sdp	14.94
sdp	14.62
sdp	9.5
sdp	6.21
sdp	7.54
sdp	7.61
sdp	9.42
sdp	1.36
sdp	9.41
sdp	2.35
sdp	1.36
sdp	14.89
sdp	4.27
sdp	12.34
sdp	2.77
sdp	2.77
sdp	2.35
sdp	4.52
sdp	12.02
sdp	7.9
sdp	9.41
sdp	2.94
sdp	5.67
sdp	5.67
sdp	12.06
sdp	1.93
sdp	14.06
sdp	14
sdp	14
sdp	6.48
sdp	14.06
sdp	7.97
sdp	12.2
sdp	5.5
sdp	5.67
sdp	12.9
sdp	5.5
sdp	5.67
sdp	9.08
sdp	12.9
sdp	12.53
sdp	12.99
sdp	13.67
sdp	11.99
sdp	5.5
sdp	8.19
sdp	7.82
sdp	2.82
sdp	12.33
sdp	2.77
sdp	8.49
sdp	3.76
sdp	14.24
sdp	12.34
sdp	9.41
sdp	9.41
sdp	14.29
sdp	5.5
sdp	5.67
sdp	12.9
sdp	6.36
sdp	4.94
sdp	10.76
sdp	6.84
sdp	9.08
sdp	5.26
sdp	2.94
sdp	2.85
sdp	0.95
sdp	5.13
sdp	13.12
sdp	3.81
sdp	12.92
sdp	2.35
sdp	9.42
sdp	5.67
sdp	2.52
sdp	6.84
sdp	8.9
sdp	7.97
sdp	2.77
sdp	5.13
sdp	14.98
sdp	5.26
sdp	2.94
sdp	0.95
sdp	10.58
sdp	4.87
sdp	5.5
sdp	5.67
sdp	2.77
sdp	6.2
sdp	5.89
sdp	3.81
sdp	2.42
sdp	12.92
sdp	6.08
sdp	2.35
sdp	11.68
sdp	11.79
sdp	14.77
sdp	10.33
sdp	5.09
sdp	5.36
sdp	2.82
sdp	2.9
sdp	5.43
sdp	2.42
sdp	5.89
sdp	12.92
sdp	4.68
sdp	5.5
sdp	5.67
sdp	9.08
sdp	14
sdp	12.49
sdp	3.11
sdp	11.68
sdp	11.68
sdp	10.15
sdp	10.33
sdp	2.94
sdp	5.67
sdp	5.5
sdp	5.67
sdp	9.08
sdp	12.9
sdp	2.94
sdp	10.58
sdp	14.55
sdp	4.87
sdp	15.93
sdp	2.42
sdp	5.89
sdp	12.92
sdp	3.11
sdp	4.68
sdp	12.33
sdp	1.36
sdp	4.94
sdp	3.03
sdp	2.77
sdp	1.36
sdp	11.68
sdp	11.99
sdp	10.66
sdp	7.4
sdp	12.2
sdp	11.68
sdp	11.79
sdp	5.5
sdp	12.99
sdp	6.2
sdp	13.67
sdp	5.22
sdp	14
sdp	7.82
sdp	10.58
sdp	5.22
sdp	14.52
sdp	14.24
sdp	5.09
sdp	1.49
sdp	2.77
sdp	6.72
sdp	14.24
sdp	13.5
sdp	8.98
sdp	5.09
sdp	2.77
sdp	5.09
sdp	5.5
sdp	5.67
sdp	4.48
sdp	3.44
sdp	13.3
sdp	4.43
sdp	10.29
sdp	1.93
sdp	6.2
sdp	5.5
sdp	5.22
sdp	5.5
sdp	11.68
sdp	7.61
sdp	5.5
sdp	2.77
sdp	6.84
sdp	10.58
sdp	14.55
sdp	4.87
sdp	6.84
sdp	5.66
sdp	5.5
sdp	5.67
sdp	12.9
sdp	0.54
sdp	13.66
sdp	8.28
sdp	8.32
sdp	2.9
sdp	10.6
sdp	2.9
sdp	5.67
sdp	6.72
sdp	8.9
sdp	12.33
sdp	10.58
sdp	14.55
sdp	4.87
sdp	0.95
sdp	3.88
sdp	1.93
sdp	14
sdp	6.7
sdp	11.48
sdp	2.48
sdp	13.16
sdp	2.94
sdp	2.31
sdp	13.66
sdp	3.81
sdp	2.77
sdp	5.67
sdp	13.16
sdp	10.43
sdp	10.12
sdp	1.53
sdp	9.36
sdp	10.69
sdp	2.77
sdp	1.49
sdp	5.09
sdp	7.75
sdp	2.9
sdp	2.39
sdp	8
sdp	1.06
sdp	3.89
sdp	12.53
sdp	2.48
sdp	2.94
sdp	13.16
sdp	2.31
sdp	6.28
sdp	3.81
sdp	5.5
sdp	5.67
sdp	12.06
sdp	9.08
sdp	12.9
sdp	2.77
sdp	2.77
sdp	4.87
sdp	5.5
sdp	5.67
sdp	12.06
sdp	9.08
sdp	12.9
sdp	5.09
sdp	5.89
sdp	1.36
sdp	15.36
sdp	11.79
sdp	9.86
sdp	11.68
sdp	13.5
sdp	12.2
sdp	5.5
sdp	15.25
sdp	14.24
sdp	6.55
sdp	14.9
sdp	5.09
sdp	10.81
sdp	12.06
sdp	1.93
sdp	14
sdp	12.26
sdp	6.28
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	6.05
sdp	6.2
sdp	5.89
sdp	3.81
sdp	14.48
sdp	11.79
sdp	11.68
sdp	5.5
sdp	14.94
sdp	14.62
sdp	9.5
sdp	6.21
sdp	7.54
sdp	7.61
sdp	2.77
sdp	14.85
sdp	8.72
sdp	5.09
sdp	6.21
sdp	2.77
sdp	14.24
sdp	11.68
sdp	2.85
sdp	9.86
sdp	6.56
sdp	11.79
sdp	7.2
sdp	11.68
sdp	13.5
sdp	12.2
sdp	2.77
sdp	6.05
sdp	6.2
sdp	5.89
sdp	3.81
sdp	2.77
sdp	4.87
sdp	10.97
sdp	10.97
sdp	6.84
sdp	5.66
sdp	6.84
sdp	5.66
sdp	2.77
sdp	8.9
sdp	3.69
sdp	2.77
sdp	8.68
sdp	10.43
sdp	4.27
sdp	10.97
sdp	2.77
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	5.22
sdp	7.61
sdp	14.84
sdp	7.82
sdp	14.94
sdp	5.89
sdp	6.05
sdp	6.2
sdp	3.81
sdp	12.65
sdp	2.77
sdp	12.33
sdp	6.36
sdp	12.33
sdp	5.36
sdp	2.77
sdp	2.82
sdp	2.01
sdp	2.9
sdp	5.09
sdp	2.42
sdp	12.92
sdp	2.35
sdp	2.48
sdp	12.33
sdp	6.05
sdp	5.89
sdp	6.2
sdp	3.81
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	5.13
sdp	14.98
sdp	2.77
sdp	2.77
sdp	12.33
sdp	9.36
sdp	0.95
sdp	2.77
sdp	2.35
sdp	4.93
sdp	12.87
sdp	14.12
sdp	2.85
sdp	6.2
sdp	5.89
sdp	6.05
sdp	3.81
sdp	8.06
sdp	6.72
sdp	11.79
sdp	10.56
sdp	14.48
sdp	9.5
sdp	11.68
sdp	13.5
sdp	14.94
sdp	2.48
sdp	2.94
sdp	13.16
sdp	2.31
sdp	6.28
sdp	3.81
sdp	3.69
sdp	5.5
sdp	5.67
sdp	12.9
sdp	13.12
sdp	3.81
sdp	11.68
sdp	11.68
