type	hi
sdp	6.08
sdp	4.68
sdp	9.41
sdp	2.94
sdp	5.89
sdp	5.26
sdp	13.66
sdp	10.1
sdp	13.16
sdp	3.81
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	1.93
sdp	5.89
sdp	5.22
sdp	2.94
sdp	13.66
sdp	3.81
sdp	3.92
sdp	3.81
sdp	2.42
sdp	5.89
sdp	12.92
sdp	4.68
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	6.4
sdp	5.64
sdp	1.49
sdp	2.94
sdp	3.92
sdp	11.68
sdp	13.66
sdp	3.81
sdp	6.2
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	11.68
sdp	13.5
sdp	14.94
sdp	13.16
sdp	10.12
sdp	13.81
sdp	5.26
sdp	10.64
sdp	13.66
sdp	3.81
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	2.48
sdp	3.92
sdp	3.81
sdp	5.09
sdp	6.72
sdp	8.85
sdp	10.62
sdp	13.16
sdp	10.12
sdp	13.81
sdp	5.26
sdp	10.64
sdp	13.66
sdp	3.81
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	7.97
sdp	12.2
sdp	2.39
sdp	9.21
sdp	5.09
sdp	6.72
sdp	8.85
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	6.2
sdp	5.13
sdp	5.97
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.48
sdp	10.64
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	13.56
sdp	12.06
sdp	14
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	11.79
sdp	11.68
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	14.59
sdp	5.13
sdp	5.97
sdp	14.98
sdp	14
sdp	11.68
sdp	6.55
sdp	2.77
sdp	4.23
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.48
sdp	13.16
sdp	2.94
sdp	6.28
sdp	13.66
sdp	14.29
sdp	3.81
sdp	2.31
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.99
sdp	13.5
sdp	2.77
sdp	2.82
sdp	3.88
sdp	2.28
sdp	14.04
sdp	5.5
sdp	3.43
sdp	9.33
sdp	13.61
sdp	7.87
sdp	6.27
sdp	2.48
sdp	2.94
sdp	10.64
sdp	3.81
sdp	13.16
sdp	2.94
sdp	6.32
sdp	10.64
sdp	13.66
sdp	3.81
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	10.56
sdp	12.2
sdp	5.22
sdp	6.4
sdp	6.72
sdp	3.92
sdp	3.81
sdp	2.48
sdp	13.16
sdp	2.94
sdp	6.28
sdp	13.66
sdp	3.81
sdp	2.48
sdp	3.27
sdp	6.09
sdp	5.26
sdp	6.34
sdp	2.85
sdp	5.5
sdp	11.99
sdp	5.5
sdp	7.2
sdp	3.81
sdp	5.89
sdp	2.94
sdp	6.28
sdp	4.87
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	4.68
sdp	13.24
sdp	8.1
sdp	3.72
sdp	15.91
sdp	8.37
sdp	15.85
sdp	5.89
sdp	10.62
sdp	11.68
sdp	6.55
sdp	2.77
sdp	15.26
sdp	5.64
sdp	5.36
sdp	6.08
sdp	12.92
sdp	4.68
sdp	4.68
sdp	3.34
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	13.5
sdp	6.84
sdp	12.06
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	6.84
sdp	12.06
sdp	14.3
sdp	2.94
sdp	3.92
sdp	3.81
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	12.3
sdp	5.5
sdp	5.22
sdp	5.5
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	8.3
sdp	2.77
sdp	6.4
sdp	4.71
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	13.5
sdp	14.77
sdp	3.8
sdp	3.8
sdp	11.31
sdp	8.4
sdp	3.92
sdp	3.81
sdp	2.94
sdp	3.81
sdp	4.43
sdp	5.38
sdp	1.53
sdp	2.94
sdp	3.92
sdp	13.66
sdp	10.1
sdp	3.81
sdp	3.92
sdp	3.81
sdp	3.92
sdp	4.43
sdp	2.48
sdp	13.16
sdp	2.94
sdp	6.28
sdp	13.66
sdp	3.81
sdp	4.52
sdp	5.06
sdp	5.26
sdp	5.26
sdp	13.66
sdp	13.12
sdp	3.81
sdp	10.64
sdp	2.94
sdp	1.53
sdp	11.68
sdp	11.79
sdp	11.68
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	14.94
sdp	14
sdp	11.68
sdp	12.63
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	8.98
sdp	5.5
sdp	14.14
sdp	3.43
sdp	5.5
sdp	12.06
sdp	1.93
sdp	13.43
sdp	11.68
sdp	12.06
sdp	12.09
sdp	9.5
sdp	7.87
sdp	5.26
sdp	11.68
sdp	9.6
sdp	11.68
sdp	15.23
sdp	10.15
sdp	11.07
sdp	11.68
sdp	13.5
sdp	5.5
sdp	10.33
sdp	12.56
sdp	5.26
sdp	5.26
sdp	13.66
sdp	3.81
sdp	12.43
sdp	14.98
sdp	9.42
sdp	6.84
sdp	12.06
sdp	12.06
sdp	7.2
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	15.91
sdp	3.72
sdp	8.37
sdp	15.85
sdp	5.36
sdp	12.33
sdp	6.08
sdp	8.64
sdp	11.79
sdp	5.5
sdp	14.84
sdp	10.56
sdp	9.5
sdp	7.54
sdp	7.61
sdp	12
sdp	8.37
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	8.72
sdp	2.42
sdp	5.89
sdp	12.92
sdp	2.35
sdp	12.33
sdp	7.26
sdp	4.68
sdp	3.43
sdp	5.5
sdp	5.97
sdp	6.44
sdp	3.92
sdp	5.42
sdp	5.43
sdp	14.98
sdp	10.11
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	6.05
sdp	6.52
sdp	3.37
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.94
sdp	12.26
sdp	2.94
sdp	3.81
sdp	3.27
sdp	13.41
sdp	3.11
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	13.16
sdp	2.94
sdp	6.32
sdp	10.64
sdp	13.66
sdp	3.81
sdp	6.4
sdp	6.72
sdp	3.43
sdp	5.5
sdp	5.5
sdp	3.43
sdp	5.5
sdp	12.06
sdp	5.5
sdp	8.98
sdp	12.06
sdp	7.2
sdp	14
sdp	14.3
sdp	12.06
sdp	3.43
sdp	2.31
sdp	1.93
sdp	4.34
sdp	3.83
sdp	4.4
sdp	4.49
sdp	3.92
sdp	1.49
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	5.36
sdp	6.08
sdp	12.92
sdp	4.68
sdp	14.61
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	11.68
sdp	5.5
sdp	12.99
sdp	13.67
sdp	7.82
sdp	14
sdp	15.36
sdp	8.37
sdp	12.55
sdp	11.76
sdp	6.22
sdp	2.94
sdp	2.39
sdp	1.95
sdp	3.11
sdp	3.92
sdp	3.81
sdp	10.62
sdp	6.05
sdp	5.09
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.94
sdp	5.67
sdp	2.77
sdp	6.72
sdp	14
sdp	5.89
sdp	10.56
sdp	7.78
sdp	5.5
sdp	5.5
sdp	11.1
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	5.26
sdp	5.26
sdp	5.89
sdp	13.66
sdp	6.38
sdp	3.81
sdp	13.7
sdp	2.94
sdp	1.53
sdp	14
sdp	3.43
sdp	5.5
sdp	5.22
sdp	5.89
sdp	10.62
sdp	3.92
sdp	3.81
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	10.11
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	3.92
sdp	3.81
sdp	13.67
sdp	8.98
sdp	1.93
sdp	10.56
sdp	3.34
sdp	5.13
sdp	13.12
sdp	8.98
sdp	6.56
sdp	6.2
sdp	11.68
sdp	5.5
sdp	7.61
sdp	12.2
sdp	13.75
sdp	6.2
sdp	5.13
sdp	5.97
sdp	6.56
sdp	14.3
sdp	12.06
sdp	3.43
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	14.98
sdp	13.16
sdp	10.12
sdp	13.81
sdp	4.52
sdp	13.66
sdp	5.26
sdp	10.64
sdp	3.81
sdp	2.85
sdp	12.33
sdp	8.08
sdp	6.08
sdp	12.14
sdp	14.52
sdp	8.44
sdp	3.99
sdp	13.12
sdp	0.95
sdp	2.94
sdp	3.92
sdp	3.81
sdp	3.81
sdp	6.21
sdp	3.92
sdp	3.81
sdp	2.48
sdp	5.09
sdp	3.81
sdp	4.93
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.44
sdp	2.44
sdp	4.23
sdp	3.76
sdp	7.04
sdp	11.85
sdp	2.16
sdp	10.29
sdp	8.51
sdp	7.04
sdp	6.05
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	10.66
sdp	5.22
sdp	6.84
sdp	13
sdp	12.2
sdp	2.48
sdp	10.64
sdp	2.94
sdp	3.92
sdp	2.48
sdp	3.81
sdp	5.67
sdp	11.79
sdp	5.5
sdp	14.84
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	5.5
sdp	5.22
sdp	9.5
sdp	5.5
sdp	6.2
sdp	5.22
sdp	7.61
sdp	14.59
sdp	15.25
sdp	15.65
sdp	6.4
sdp	5.64
sdp	6.84
sdp	1.53
sdp	2.48
sdp	13.16
sdp	2.94
sdp	6.32
sdp	10.64
sdp	13.66
sdp	3.81
sdp	3.92
sdp	4.43
sdp	5.36
sdp	12.92
sdp	5.89
sdp	4.68
sdp	10.11
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	10.58
sdp	5.36
sdp	6.08
sdp	12.92
sdp	4.68
sdp	4.68
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	10.56
sdp	6.84
sdp	5.89
sdp	7.78
sdp	5.5
sdp	5.5
sdp	11.79
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	3.81
sdp	4.77
sdp	1.95
sdp	3.92
sdp	3.81
sdp	1.91
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	15.65
sdp	7.61
sdp	14.94
sdp	2.9
sdp	2.35
sdp	2.77
sdp	5.5
sdp	8.9
sdp	11.99
sdp	5.5
sdp	15.48
sdp	11.68
sdp	8.98
sdp	3.43
sdp	5.5
sdp	12.06
sdp	5.5
sdp	3.43
sdp	12.06
sdp	5.89
sdp	7.67
sdp	10.56
sdp	14
sdp	5.26
sdp	5.89
sdp	3.92
sdp	13.66
sdp	3.81
sdp	8.98
sdp	12.06
sdp	13.5
sdp	5.16
sdp	10.62
sdp	6.8
sdp	6.8
sdp	15.2
sdp	12.97
sdp	14.12
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	11.68
sdp	13.5
sdp	6.2
sdp	5.5
sdp	10.11
sdp	6.2
sdp	6.84
sdp	5.3
sdp	5.3
sdp	2.31
sdp	4.67
sdp	4.52
sdp	8.24
sdp	2.35
sdp	5.09
sdp	11.68
sdp	11.99
sdp	5.5
sdp	12.99
sdp	13.67
sdp	12.2
sdp	5.22
sdp	7.82
sdp	7.06
sdp	10.56
sdp	14
sdp	15.41
sdp	1.49
sdp	3.89
sdp	10.56
sdp	14
sdp	5.5
sdp	9.5
sdp	15.25
sdp	15.49
sdp	11.79
sdp	6.2
sdp	7.61
sdp	1.49
sdp	2.77
sdp	10.97
sdp	2.94
sdp	8.53
sdp	13.37
sdp	11.79
sdp	10.56
sdp	13.5
sdp	10.59
sdp	2.48
sdp	5.36
sdp	5.89
sdp	12.92
sdp	4.68
sdp	5.67
sdp	6.2
sdp	11.79
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	11.68
sdp	13.5
sdp	8.98
sdp	10.56
sdp	6.2
sdp	2.77
sdp	12.65
sdp	3.69
sdp	2.77
sdp	6.72
sdp	6.2
sdp	6.84
sdp	4.34
sdp	7.71
sdp	14.3
sdp	12.06
sdp	4.52
sdp	6.84
sdp	7.5
sdp	2.9
sdp	5.13
sdp	5.5
sdp	6.2
sdp	5.22
sdp	10.56
sdp	14
sdp	2.42
sdp	12.33
sdp	7.59
sdp	12.92
sdp	2.35
sdp	2.77
sdp	5.09
sdp	0.99
sdp	5.89
sdp	12.33
sdp	13.61
sdp	10.56
sdp	14
sdp	5.67
sdp	5.5
sdp	5.5
sdp	6.81
sdp	11.07
sdp	10.33
sdp	5.09
sdp	8.9
sdp	2.42
sdp	12.33
sdp	7.59
sdp	5.89
sdp	12.92
sdp	2.35
sdp	1.95
sdp	5.52
sdp	4.49
sdp	5.09
sdp	2.9
sdp	2.77
sdp	4.67
sdp	4.52
sdp	8.24
sdp	10.56
sdp	14
sdp	4.52
sdp	2.94
sdp	3.72
sdp	5.89
sdp	9.23
sdp	5.36
sdp	2.94
sdp	2.35
sdp	11.68
sdp	11.79
sdp	10.56
sdp	14.48
sdp	14.84
sdp	9.5
sdp	7.54
sdp	7.61
sdp	15.25
sdp	2.77
sdp	8.98
sdp	5.5
sdp	5.5
sdp	14.33
sdp	7.2
sdp	6.84
sdp	5.89
sdp	10.56
sdp	14
sdp	1.49
sdp	2.77
sdp	10.97
sdp	2.94
sdp	2.42
sdp	5.89
sdp	12.92
sdp	4.68
sdp	5.06
sdp	2.9
sdp	3.85
sdp	12.06
sdp	13.5
sdp	5.5
sdp	12.01
sdp	5.5
sdp	14.52
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	7.61
sdp	11.79
sdp	9.6
sdp	6.2
sdp	13.5
sdp	7.61
sdp	1.49
sdp	2.77
sdp	10.97
sdp	2.94
sdp	5.67
sdp	11.59
sdp	15.3
sdp	6.84
sdp	10.56
sdp	14
sdp	10.56
sdp	14
sdp	10.56
sdp	14
sdp	10.56
sdp	14
sdp	11.23
sdp	8.56
sdp	10.56
sdp	14
sdp	2.77
sdp	13.68
sdp	10.62
sdp	4.52
sdp	4.71
sdp	10.64
sdp	2.48
sdp	2.77
sdp	11.89
sdp	8.9
sdp	9.05
sdp	2.35
sdp	11.68
sdp	11.79
sdp	5.22
sdp	15.25
sdp	4.68
sdp	12.2
sdp	5.89
sdp	5.5
sdp	5.5
sdp	14
sdp	1.6
sdp	5.18
sdp	5.5
sdp	9.5
sdp	14.97
sdp	2.77
sdp	12.65
sdp	3.69
sdp	2.77
sdp	2.77
sdp	6.72
sdp	10.15
sdp	14.3
sdp	14.89
sdp	11.68
sdp	7.96
sdp	4.93
sdp	10.24
sdp	3.83
sdp	4.71
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	2.77
sdp	0.95
sdp	14.77
sdp	5.43
sdp	6.2
sdp	7.71
sdp	12.06
sdp	14.3
sdp	1.95
sdp	3.89
sdp	10.56
sdp	14
sdp	7.09
sdp	11.68
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	11.68
sdp	13.5
sdp	10.56
sdp	14
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	10.56
sdp	14
sdp	15.41
sdp	7.71
sdp	14.3
sdp	12.06
sdp	5.36
sdp	5.89
sdp	12.92
sdp	4.68
sdp	2.35
sdp	4.12
sdp	1.36
sdp	5.23
sdp	4.34
sdp	2.48
sdp	2.77
sdp	4.49
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	2.77
sdp	2.52
sdp	7.75
sdp	3.89
sdp	7.26
sdp	4.49
sdp	3.27
sdp	1.36
sdp	5.98
sdp	10.56
sdp	14
sdp	3.37
sdp	5.41
sdp	8.28
sdp	2.77
sdp	1.49
sdp	3.99
sdp	3.92
sdp	13.66
sdp	3.81
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	1.53
sdp	2.48
sdp	13.16
sdp	2.94
sdp	11.68
sdp	6.28
sdp	3.81
sdp	15.36
sdp	11.79
sdp	14.84
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	15.49
sdp	14.94
sdp	2.94
sdp	3.92
sdp	2.48
sdp	3.81
sdp	3.85
sdp	5.41
sdp	5.5
sdp	5.67
sdp	5.5
sdp	2.77
sdp	2.77
sdp	10.64
sdp	4.34
sdp	1.36
sdp	5.09
sdp	12.33
sdp	12.33
sdp	1.41
sdp	2.48
sdp	2.77
sdp	3.73
sdp	2.94
sdp	13.16
sdp	2.31
sdp	13.66
sdp	6.28
sdp	3.81
sdp	4.27
sdp	15.93
sdp	4.87
sdp	10.8
sdp	1.95
sdp	2.55
sdp	3.48
sdp	11.68
sdp	11.79
sdp	11.43
sdp	11.68
sdp	9.5
sdp	14.48
sdp	7.54
sdp	10.56
sdp	15.78
sdp	15.45
sdp	3.51
sdp	11.79
sdp	14.48
sdp	14.94
sdp	10.56
sdp	13.5
sdp	1.41
sdp	11.79
sdp	5.5
sdp	10.56
sdp	9.5
sdp	14.48
sdp	13.5
sdp	14.94
sdp	6.56
sdp	13.5
sdp	5.5
sdp	6.81
sdp	14.09
sdp	11.99
sdp	1.53
sdp	11.33
sdp	2.94
sdp	13.16
sdp	2.31
sdp	13.66
sdp	3.81
sdp	13.67
sdp	6.84
sdp	12.87
sdp	8.98
sdp	6.2
sdp	6.84
sdp	8.19
sdp	5.3
sdp	6.2
sdp	14.42
sdp	6.84
sdp	12.06
sdp	3.43
sdp	6.84
sdp	5.5
sdp	3.95
sdp	1.91
sdp	13.56
sdp	4.63
sdp	13.54
sdp	5.66
sdp	2.77
sdp	2.48
sdp	2.77
sdp	14.09
sdp	1.53
sdp	1.53
sdp	2.35
sdp	1.49
sdp	8.98
sdp	12.06
sdp	13.5
sdp	2.81
sdp	14
sdp	7.26
sdp	6.21
sdp	11.4
sdp	9.84
sdp	6.05
sdp	2.77
sdp	3.88
sdp	6.55
sdp	5.36
sdp	14.08
sdp	5.5
sdp	10.42
sdp	1.95
sdp	1.49
sdp	5.73
sdp	2.85
sdp	4.35
sdp	10.09
sdp	12.33
sdp	2.35
sdp	6.72
sdp	2.94
sdp	7.26
sdp	1.53
sdp	0.95
sdp	2.39
sdp	2.77
sdp	6.55
sdp	13.24
sdp	3.89
sdp	13.24
sdp	1.53
sdp	8.98
sdp	13.5
sdp	4.33
sdp	6.28
sdp	8.57
sdp	6.85
sdp	0
sdp	5.43
sdp	14.3
sdp	11.79
sdp	14.48
sdp	14.94
sdp	14.62
sdp	9.5
sdp	7.54
sdp	7.61
sdp	2.48
sdp	10.64
sdp	14.77
sdp	2.35
sdp	2.77
sdp	4.52
sdp	2.35
sdp	10.42
sdp	1.95
sdp	5.73
sdp	1.36
sdp	5.09
sdp	7.14
sdp	15.69
sdp	10.07
sdp	7.26
sdp	10.62
sdp	8.98
sdp	12.06
sdp	13.5
sdp	4.23
sdp	3.89
sdp	10.57
sdp	7.63
sdp	2.42
sdp	6.08
sdp	12.92
sdp	12.33
sdp	15.36
sdp	11.79
sdp	14.48
sdp	14.94
sdp	14.62
sdp	9.5
sdp	7.54
sdp	7.61
sdp	2.42
sdp	3.76
sdp	6.08
sdp	12.92
sdp	12.33
sdp	4.68
sdp	13.16
sdp	2.48
sdp	12.26
sdp	2.94
sdp	2.94
sdp	2.31
sdp	10.64
sdp	5.36
sdp	3.81
sdp	5.89
sdp	12.33
sdp	12.33
sdp	6.82
sdp	1.53
sdp	13.24
sdp	2.35
sdp	11.68
sdp	11.79
sdp	14.84
sdp	5.5
sdp	14.48
sdp	14.94
sdp	10.56
sdp	9.5
sdp	7.54
sdp	7.61
sdp	12.86
sdp	12.2
sdp	14
sdp	2.9
sdp	2.35
sdp	2.94
sdp	3.92
sdp	13.66
sdp	3.81
sdp	3.89
sdp	13.42
sdp	11.47
sdp	2.48
sdp	3.72
sdp	10.58
sdp	11.68
sdp	11.79
sdp	11.43
sdp	7.54
sdp	10.56
sdp	7.61
sdp	15.36
sdp	11.79
sdp	14.84
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	14
sdp	3.43
sdp	6.84
sdp	12.06
sdp	14.3
sdp	10.42
sdp	11.53
sdp	1.95
sdp	6.84
sdp	5.63
sdp	12.33
sdp	2.42
sdp	6.21
sdp	5.89
sdp	12.92
sdp	4.68
sdp	11.79
sdp	14.48
sdp	5.5
sdp	14.94
sdp	10.56
sdp	9.5
sdp	7.54
sdp	7.61
sdp	11.79
sdp	14.48
sdp	14.94
sdp	5.5
sdp	10.56
sdp	9.5
sdp	13.5
sdp	3.89
sdp	6.2
sdp	7.76
sdp	5.8
sdp	2.48
sdp	6.42
sdp	2.94
sdp	2.28
sdp	3.92
sdp	2.94
sdp	0
sdp	5.43
sdp	3.57
sdp	4.34
sdp	7.24
sdp	5.26
sdp	2.77
sdp	3.81
sdp	10.66
sdp	12.2
sdp	5.22
sdp	6.84
sdp	11.99
sdp	5.5
sdp	5.5
sdp	11.68
sdp	2.35
sdp	3.27
sdp	12.91
sdp	6.55
sdp	4.52
sdp	2.77
sdp	2.35
sdp	14
sdp	3.81
sdp	2.94
sdp	5.67
sdp	0.54
sdp	2.94
sdp	8.98
sdp	5.16
sdp	12.92
sdp	5.15
sdp	5.15
sdp	8.24
sdp	6.72
sdp	12.33
sdp	4.68
sdp	4.98
sdp	3.57
sdp	8.98
sdp	13.5
sdp	7.27
sdp	5.86
sdp	13.16
sdp	2.94
sdp	4.52
sdp	5.26
sdp	11.68
sdp	13.66
sdp	3.81
sdp	4.19
sdp	10.32
sdp	9.07
sdp	14.09
sdp	11.99
sdp	1.53
sdp	11.33
sdp	3.43
sdp	2.16
sdp	7.59
sdp	14.77
sdp	10.97
sdp	3.43
sdp	6.55
sdp	4.52
sdp	2.77
sdp	2.35
sdp	8.02
sdp	13.66
sdp	10.58
sdp	3.81
sdp	3.69
sdp	3.81
sdp	5.09
sdp	2.85
sdp	5.89
sdp	12.5
sdp	2.35
sdp	4.49
sdp	3.95
sdp	8.37
sdp	4.53
sdp	2.42
sdp	11.68
sdp	4.68
sdp	8.57
sdp	6.85
sdp	14
sdp	3.81
sdp	10.62
sdp	1.53
sdp	5.6
sdp	14
sdp	4.68
sdp	4.23
sdp	3.89
sdp	9.54
sdp	10.57
sdp	6.55
sdp	1.53
sdp	10.58
sdp	2.93
sdp	15.36
sdp	11.79
sdp	14.84
sdp	5.5
sdp	10.56
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	3.88
sdp	3.89
sdp	13.42
sdp	11.47
sdp	6.84
sdp	5.66
sdp	5.67
sdp	5.67
sdp	5.67
sdp	5.5
sdp	11.07
sdp	5.5
sdp	3.73
sdp	9.42
sdp	5.09
sdp	3.89
sdp	6.2
sdp	14.76
sdp	3.57
sdp	5.67
sdp	5.09
sdp	4.48
sdp	3.92
sdp	7.49
sdp	6.72
sdp	1.36
sdp	1.36
sdp	11.68
sdp	11.79
sdp	11.68
sdp	5.5
sdp	9.5
sdp	14.48
sdp	7.54
sdp	10.56
sdp	7.61
sdp	14.98
sdp	14
sdp	11.68
sdp	10.11
sdp	11.79
sdp	14.48
sdp	5.5
sdp	14.94
sdp	10.56
sdp	9.5
sdp	7.54
sdp	7.61
sdp	11.79
sdp	14.48
sdp	10.56
sdp	13.5
sdp	11.68
sdp	14.94
sdp	8.98
sdp	6.56
sdp	6.2
sdp	11.79
sdp	5.5
sdp	7.61
sdp	12.2
sdp	13.75
sdp	5.09
sdp	2.77
sdp	12.65
sdp	3.69
sdp	12.33
sdp	12.33
sdp	6.72
sdp	5.5
sdp	11.79
sdp	14.48
sdp	14.94
sdp	14.62
sdp	9.5
sdp	7.54
sdp	7.61
sdp	15.65
sdp	1.53
sdp	6.72
sdp	1.36
sdp	9.05
sdp	16.53
sdp	7.45
sdp	1.95
sdp	1.53
sdp	2.42
sdp	6.08
sdp	12.92
sdp	4.68
sdp	11.68
sdp	8.98
sdp	6.2
sdp	12.06
sdp	2.35
sdp	10.64
sdp	3.81
sdp	10.09
sdp	2.9
sdp	14.06
sdp	15.36
sdp	11.68
sdp	11.79
sdp	5.5
sdp	14.62
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.84
sdp	7.82
sdp	14.3
sdp	11.68
sdp	11.79
sdp	15.36
sdp	5.5
sdp	14.62
sdp	14.48
sdp	9.5
sdp	7.54
sdp	7.61
sdp	14.94
sdp	14.09
sdp	11.99
sdp	1.53
sdp	11.33
sdp	3.85
sdp	5.41
