contig_length	completeness	type	type2
30617	100	SdPs-L	SdPs
41393	57.86	SdPs-L	SdPs
43988	100	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
39935	100	SdPs-L	SdPs
29913	84.92	SdPs-S	SdPs
50180	100	SdPs-L	SdPs
32583	100	SdPs-L	SdPs
29208	72.94	SdPs-S	SdPs
35839	85.43	SdPs-L	SdPs
34749	100	SdPs-L	SdPs
37294	100	SdPs-L	SdPs
59225	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16012	36.54	SdPs-S	SdPs
40133	99.53	SdPs-L	SdPs
44275	100	SdPs-L	SdPs
41118	97.46	SdPs-L	SdPs
34216	100	SdPs-L	SdPs
10973	27.14	SdPs-S	SdPs
10663	99.89	SdPs-S	SdPs
39813	99.24	SdPs-L	SdPs
53729	100	SdPs-L	SdPs
45489	96.38	SdPs-L	SdPs
15390	34.96	SdPs-S	SdPs
42352	92.88	SdPs-L	SdPs
11507	100	SdPs-S	SdPs
33138	97.05	SdPs-L	SdPs
56104	100	SdPs-L	SdPs
11197	95.13	SdPs-S	SdPs
38339	100	SdPs-L	SdPs
37700	100	SdPs-L	SdPs
55578	100	SdPs-L	SdPs
38607	78.67	SdPs-L	SdPs
64371	97.89	SdPs-L	SdPs
44106	89.41	SdPs-L	SdPs
48672	77.69	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
42011	100	SdPs-L	SdPs
51122	100	SdPs-L	SdPs
53620	100	SdPs-L	SdPs
14110	100	SdPs-S	SdPs
48367	100	SdPs-L	SdPs
45635	98.82	SdPs-L	SdPs
102307	100	SdPs-L	SdPs
40853	100	SdPs-L	SdPs
16773	45.23	SdPs-S	SdPs
39934	100	SdPs-L	SdPs
33577	100	SdPs-L	SdPs
46185	65.9	SdPs-L	SdPs
40061	99.53	SdPs-L	SdPs
41125	100	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
40169	100	SdPs-L	SdPs
45282	72.32	SdPs-L	SdPs
51065	100	SdPs-L	SdPs
46904	100	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
33893	96.36	SdPs-L	SdPs
46228	100	SdPs-L	SdPs
31989	90.95	SdPs-L	SdPs
45265	71.87	SdPs-L	SdPs
33921	96.39	SdPs-L	SdPs
60002	97.71	SdPs-L	SdPs
18853	54.11	SdPs-S	SdPs
29517	60.05	SdPs-S	SdPs
40109	99.41	SdPs-L	SdPs
42530	100	SdPs-L	SdPs
33584	100	SdPs-L	SdPs
42737	100	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
50211	100	SdPs-L	SdPs
20653	55.69	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49159	100	SdPs-L	SdPs
30221	94.26	SdPs-L	SdPs
42325	100	SdPs-L	SdPs
10735	27.32	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
55356	100	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39779	98.64	SdPs-L	SdPs
50695	91.88	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
41088	100	SdPs-L	SdPs
34136	97	SdPs-L	SdPs
38601	100	SdPs-L	SdPs
46432	73.8	SdPs-L	SdPs
55371	100	SdPs-L	SdPs
42737	100	SdPs-L	SdPs
40582	58.28	SdPs-L	SdPs
46254	96.53	SdPs-L	SdPs
50525	71.66	SdPs-L	SdPs
48220	100	SdPs-L	SdPs
34118	97.67	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
20852	40.41	SdPs-S	SdPs
46844	100	SdPs-L	SdPs
38937	100	SdPs-L	SdPs
34521	69.55	SdPs-L	SdPs
51371	100	SdPs-L	SdPs
52159	78.98	SdPs-L	SdPs
25242	42.15	SdPs-S	SdPs
48408	93.03	SdPs-L	SdPs
13714	21.66	SdPs-S	SdPs
31802	100	SdPs-L	SdPs
44143	84.9	SdPs-L	SdPs
11222	95.34	SdPs-S	SdPs
36919	100	SdPs-L	SdPs
24166	54.48	SdPs-S	SdPs
32035	100	SdPs-L	SdPs
33898	100	SdPs-L	SdPs
19731	30.97	SdPs-S	SdPs
46433	97.53	SdPs-L	SdPs
50128	100	SdPs-L	SdPs
24011	14.23	SdPs-S	SdPs
46756	99.99	SdPs-L	SdPs
40283	100	SdPs-L	SdPs
32925	100	SdPs-L	SdPs
49296	100	SdPs-L	SdPs
29491	86.41	SdPs-S	SdPs
42128	100	SdPs-L	SdPs
50696	100	SdPs-L	SdPs
21157	50.09	SdPs-S	SdPs
77289	100	SdPs-L	SdPs
30605	100	SdPs-L	SdPs
38046	95.67	SdPs-L	SdPs
47346	100	SdPs-L	SdPs
36227	100	SdPs-L	SdPs
20080	42.8	SdPs-S	SdPs
50623	93.94	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
45714	100	SdPs-L	SdPs
40801	100	SdPs-L	SdPs
43507	100	SdPs-L	SdPs
55209	100	SdPs-L	SdPs
46069	65.59	SdPs-L	SdPs
38283	100	SdPs-L	SdPs
72464	100	SdPs-L	SdPs
39277	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
55356	100	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
20812	59.97	SdPs-S	SdPs
36967	100	SdPs-L	SdPs
53023	100	SdPs-L	SdPs
39929	98.41	SdPs-L	SdPs
11607	25.53	SdPs-S	SdPs
33954	95.94	SdPs-L	SdPs
47346	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
23762	54.12	SdPs-S	SdPs
19691	40.05	SdPs-S	SdPs
17002	48.72	SdPs-S	SdPs
38393	95.09	SdPs-L	SdPs
42555	66.01	SdPs-L	SdPs
48468	100	SdPs-L	SdPs
52714	100	SdPs-L	SdPs
30440	95.23	SdPs-L	SdPs
43153	63.05	SdPs-L	SdPs
19968	46.49	SdPs-S	SdPs
40935	97.38	SdPs-L	SdPs
31073	95.82	SdPs-L	SdPs
40649	100	SdPs-L	SdPs
45181	99.97	SdPs-L	SdPs
38555	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39779	98.64	SdPs-L	SdPs
44805	81.56	SdPs-L	SdPs
48537	100	SdPs-L	SdPs
33740	100	SdPs-L	SdPs
45844	100	SdPs-L	SdPs
41457	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
40149	100	SdPs-L	SdPs
36905	87.97	SdPs-L	SdPs
37293	100	SdPs-L	SdPs
34438	100	SdPs-L	SdPs
59225	100	SdPs-L	SdPs
59353	100	SdPs-L	SdPs
38393	95.09	SdPs-L	SdPs
42555	66.01	SdPs-L	SdPs
48468	100	SdPs-L	SdPs
52714	100	SdPs-L	SdPs
39156	97.05	SdPs-L	SdPs
43990	100	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
39068	100	SdPs-L	SdPs
46069	65.59	SdPs-L	SdPs
44822	93.81	SdPs-L	SdPs
38283	100	SdPs-L	SdPs
42774	100	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
32023	65.67	SdPs-L	SdPs
34879	99.13	SdPs-L	SdPs
39478	100	SdPs-L	SdPs
50243	100	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
45844	100	SdPs-L	SdPs
20624	55.61	SdPs-S	SdPs
40189	71.35	SdPs-L	SdPs
23575	52.06	SdPs-S	SdPs
41630	100	SdPs-L	SdPs
42737	100	SdPs-L	SdPs
55010	96.33	SdPs-L	SdPs
40491	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49159	100	SdPs-L	SdPs
41253	100	SdPs-L	SdPs
41423	98.79	SdPs-L	SdPs
34274	97.49	SdPs-L	SdPs
24457	45.08	SdPs-S	SdPs
43833	87.6	SdPs-L	SdPs
45646	96.49	SdPs-L	SdPs
39756	69.69	SdPs-L	SdPs
55870	100	SdPs-L	SdPs
47252	96.18	SdPs-L	SdPs
54332	82.91	SdPs-L	SdPs
52746	100	SdPs-L	SdPs
44970	93.46	SdPs-L	SdPs
39602	79.2	SdPs-L	SdPs
60886	100	SdPs-L	SdPs
51090	94.03	SdPs-L	SdPs
12267	16.2	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
44805	81.56	SdPs-L	SdPs
45113	64.36	SdPs-L	SdPs
46287	100	SdPs-L	SdPs
40220	78.09	SdPs-L	SdPs
48801	97.91	SdPs-L	SdPs
56393	100	SdPs-L	SdPs
33132	95.44	SdPs-L	SdPs
33926	100	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
45595	71.8	SdPs-L	SdPs
51905	100	SdPs-L	SdPs
50392	100	SdPs-L	SdPs
49206	93.95	SdPs-L	SdPs
23218	47.83	SdPs-S	SdPs
48656	100	SdPs-L	SdPs
17002	48.72	SdPs-S	SdPs
16575	39.74	SdPs-S	SdPs
30376	76.32	SdPs-L	SdPs
35721	100	SdPs-L	SdPs
49244	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
51499	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
44805	81.56	SdPs-L	SdPs
29422	93.14	SdPs-S	SdPs
37202	93.48	SdPs-L	SdPs
30452	100	SdPs-L	SdPs
43838	95.59	SdPs-L	SdPs
36713	30.86	SdPs-L	SdPs
41560	100	SdPs-L	SdPs
36898	100	SdPs-L	SdPs
43878	100	SdPs-L	SdPs
45150	100	SdPs-L	SdPs
41121	100	SdPs-L	SdPs
47383	67.6	SdPs-L	SdPs
42401	100	SdPs-L	SdPs
41891	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49159	100	SdPs-L	SdPs
45348	84.76	SdPs-L	SdPs
11394	32.57	SdPs-S	SdPs
15002	31.38	SdPs-S	SdPs
46548	100	SdPs-L	SdPs
56395	100	SdPs-L	SdPs
57211	100	SdPs-L	SdPs
35327	100	SdPs-L	SdPs
47294	100	SdPs-L	SdPs
12337	16.63	SdPs-S	SdPs
14377	100	SdPs-S	SdPs
45113	64.36	SdPs-L	SdPs
17262	40.4	SdPs-S	SdPs
38340	62.94	SdPs-L	SdPs
43567	92.03	SdPs-L	SdPs
44443	100	SdPs-L	SdPs
40040	100	SdPs-L	SdPs
46842	100	SdPs-L	SdPs
47823	100	SdPs-L	SdPs
61641	93.94	SdPs-L	SdPs
41423	98.79	SdPs-L	SdPs
34273	97.46	SdPs-L	SdPs
56342	100	SdPs-L	SdPs
26906	49.04	SdPs-S	SdPs
48244	100	SdPs-L	SdPs
38964	65.44	SdPs-L	SdPs
59055	100	SdPs-L	SdPs
47253	96.18	SdPs-L	SdPs
37076	64.72	SdPs-L	SdPs
47706	100	SdPs-L	SdPs
43231	100	SdPs-L	SdPs
37424	85.09	SdPs-L	SdPs
29047	67.85	SdPs-S	SdPs
16013	36.54	SdPs-S	SdPs
43377	100	SdPs-L	SdPs
42118	98.05	SdPs-L	SdPs
37814	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39638	98.55	SdPs-L	SdPs
51688	100	SdPs-L	SdPs
39776	98.63	SdPs-L	SdPs
49150	100	SdPs-L	SdPs
45540	100	SdPs-L	SdPs
62780	95.24	SdPs-L	SdPs
57211	100	SdPs-L	SdPs
35327	100	SdPs-L	SdPs
47294	100	SdPs-L	SdPs
44991	99.51	SdPs-L	SdPs
56585	100	SdPs-L	SdPs
42907	100	SdPs-L	SdPs
55580	100	SdPs-L	SdPs
41404	97.57	SdPs-L	SdPs
63725	99.02	SdPs-L	SdPs
23996	44.39	SdPs-S	SdPs
49333	100	SdPs-L	SdPs
47289	100	SdPs-L	SdPs
67105	100	SdPs-L	SdPs
8477	18.65	SdPs-S	SdPs
40382	100	SdPs-L	SdPs
16344	35.74	SdPs-S	SdPs
41281	100	SdPs-L	SdPs
38393	95.09	SdPs-L	SdPs
42555	66.01	SdPs-L	SdPs
48468	100	SdPs-L	SdPs
52714	100	SdPs-L	SdPs
36919	100	SdPs-L	SdPs
24166	54.48	SdPs-S	SdPs
14855	33.59	SdPs-S	SdPs
75891	100	SdPs-L	SdPs
43989	100	SdPs-L	SdPs
55482	97.67	SdPs-L	SdPs
46130	100	SdPs-L	SdPs
46832	100	SdPs-L	SdPs
35180	99.98	SdPs-L	SdPs
15621	36.42	SdPs-S	SdPs
41293	100	SdPs-L	SdPs
44447	100	SdPs-L	SdPs
51377	100	SdPs-L	SdPs
46844	100	SdPs-L	SdPs
34118	97.67	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
34117	97.67	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
42552	100	SdPs-L	SdPs
47708	100	SdPs-L	SdPs
38120	93.02	SdPs-L	SdPs
20709	42.93	SdPs-S	SdPs
42681	100	SdPs-L	SdPs
40295	100	SdPs-L	SdPs
43514	100	SdPs-L	SdPs
55483	97.67	SdPs-L	SdPs
14879	100	SdPs-S	SdPs
39958	96.88	SdPs-L	SdPs
32035	100	SdPs-L	SdPs
71531	100	SdPs-L	SdPs
41044	100	SdPs-L	SdPs
10656	30.52	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40629	100	SdPs-L	SdPs
47679	100	SdPs-L	SdPs
36749	100	SdPs-L	SdPs
67522	100	SdPs-L	SdPs
99314	100	SdPs-L	SdPs
23016	63.18	SdPs-S	SdPs
41732	100	SdPs-L	SdPs
44822	93.81	SdPs-L	SdPs
38283	100	SdPs-L	SdPs
46069	65.59	SdPs-L	SdPs
44822	93.81	SdPs-L	SdPs
21098	65.62	SdPs-S	SdPs
48656	69.28	SdPs-L	SdPs
52586	92.66	SdPs-L	SdPs
37535	100	SdPs-L	SdPs
47437	100	SdPs-L	SdPs
21269	57.35	SdPs-S	SdPs
23103	35.71	SdPs-S	SdPs
42737	100	SdPs-L	SdPs
54230	95.24	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39779	98.64	SdPs-L	SdPs
49150	100	SdPs-L	SdPs
46844	100	SdPs-L	SdPs
17144	39.11	SdPs-S	SdPs
17003	48.72	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
49198	100	SdPs-L	SdPs
57266	100	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
44275	100	SdPs-L	SdPs
50260	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
38719	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39779	98.64	SdPs-L	SdPs
38937	100	SdPs-L	SdPs
34521	69.55	SdPs-L	SdPs
52159	78.98	SdPs-L	SdPs
51371	100	SdPs-L	SdPs
25242	42.15	SdPs-S	SdPs
48408	93.03	SdPs-L	SdPs
13714	21.66	SdPs-S	SdPs
31801	100	SdPs-L	SdPs
44143	84.9	SdPs-L	SdPs
11222	95.34	SdPs-S	SdPs
40476	96.21	SdPs-L	SdPs
49580	100	SdPs-L	SdPs
59868	100	SdPs-L	SdPs
56111	100	SdPs-L	SdPs
15758	35.53	SdPs-S	SdPs
17418	17.39	SdPs-S	SdPs
34045	100	SdPs-L	SdPs
37890	81.84	SdPs-L	SdPs
44646	95.86	SdPs-L	SdPs
43028	100	SdPs-L	SdPs
41759	100	SdPs-L	SdPs
10329	13.4	SdPs-S	SdPs
30413	100	SdPs-L	SdPs
33979	100	SdPs-L	SdPs
21215	57.21	SdPs-S	SdPs
47448	100	SdPs-L	SdPs
34560	100	SdPs-L	SdPs
53644	93.74	SdPs-L	SdPs
29981	94.69	SdPs-S	SdPs
17811	14.14	SdPs-S	SdPs
130479	100	SdPs-L	SdPs
31287	100	SdPs-L	SdPs
46635	94.36	SdPs-L	SdPs
44807	93.78	SdPs-L	SdPs
46069	65.59	SdPs-L	SdPs
38283	100	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
39007	100	SdPs-L	SdPs
12370	18.69	SdPs-S	SdPs
21132	53.77	SdPs-S	SdPs
14376	100	SdPs-S	SdPs
38058	94.88	SdPs-L	SdPs
48995	100	SdPs-L	SdPs
40751	100	SdPs-L	SdPs
22743	49.54	SdPs-S	SdPs
27726	51.88	SdPs-S	SdPs
20053	57.03	SdPs-S	SdPs
91790	100	SdPs-L	SdPs
43215	100	SdPs-L	SdPs
43697	98.54	SdPs-L	SdPs
50001	100	SdPs-L	SdPs
32296	100	SdPs-L	SdPs
43622	96.91	SdPs-L	SdPs
32304	100	SdPs-L	SdPs
47398	98.5	SdPs-L	SdPs
30491	96.04	SdPs-L	SdPs
29283	62.99	SdPs-S	SdPs
33488	95.18	SdPs-L	SdPs
31266	100	SdPs-L	SdPs
42540	93.62	SdPs-L	SdPs
37601	97.36	SdPs-L	SdPs
50503	100	SdPs-L	SdPs
48206	100	SdPs-L	SdPs
42285	100	SdPs-L	SdPs
51400	100	SdPs-L	SdPs
44453	100	SdPs-L	SdPs
51649	74.87	SdPs-L	SdPs
35570	100	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
35881	63.36	SdPs-L	SdPs
41063	100	SdPs-L	SdPs
48209	100	SdPs-L	SdPs
42401	100	SdPs-L	SdPs
30074	93.76	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
42743	90.8	SdPs-L	SdPs
17238	39.33	SdPs-S	SdPs
41577	98.92	SdPs-L	SdPs
37195	91.96	SdPs-L	SdPs
29509	100	SdPs-S	SdPs
39766	65.81	SdPs-L	SdPs
49826	100	SdPs-L	SdPs
34246	100	SdPs-L	SdPs
42878	100	SdPs-L	SdPs
40459	100	SdPs-L	SdPs
18346	49.47	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
34293	97.47	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39437	53.2	SdPs-L	SdPs
50260	100	SdPs-L	SdPs
65859	100	SdPs-L	SdPs
41207	100	SdPs-L	SdPs
61867	98.16	SdPs-L	SdPs
39950	94.87	SdPs-L	SdPs
40499	100	SdPs-L	SdPs
30607	100	SdPs-L	SdPs
43144	96.19	SdPs-L	SdPs
74431	100	SdPs-L	SdPs
34961	87.91	SdPs-L	SdPs
45352	97.47	SdPs-L	SdPs
38853	100	SdPs-L	SdPs
47851	100	SdPs-L	SdPs
15726	100	SdPs-S	SdPs
49748	100	SdPs-L	SdPs
44733	100	SdPs-L	SdPs
37419	100	SdPs-L	SdPs
20354	51.9	SdPs-S	SdPs
12367	18.69	SdPs-S	SdPs
14376	100	SdPs-S	SdPs
47850	100	SdPs-L	SdPs
15363	35.28	SdPs-S	SdPs
60891	92.35	SdPs-L	SdPs
48435	100	SdPs-L	SdPs
39916	80.79	SdPs-L	SdPs
23505	73.99	SdPs-S	SdPs
46587	92.15	SdPs-L	SdPs
44095	89.43	SdPs-L	SdPs
56411	85.98	SdPs-L	SdPs
15470	50.74	SdPs-S	SdPs
39963	99.38	SdPs-L	SdPs
34521	100	SdPs-L	SdPs
36751	100	SdPs-L	SdPs
47851	100	SdPs-L	SdPs
61561	93.42	SdPs-L	SdPs
49748	100	SdPs-L	SdPs
42970	61.73	SdPs-L	SdPs
34829	99.02	SdPs-L	SdPs
13289	21.18	SdPs-S	SdPs
46782	100	SdPs-L	SdPs
43665	95.14	SdPs-L	SdPs
49640	57.8	SdPs-L	SdPs
12371	18.7	SdPs-S	SdPs
14376	100	SdPs-S	SdPs
45998	91.95	SdPs-L	SdPs
33831	100	SdPs-L	SdPs
36613	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
21019	50.1	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
37518	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
55619	100	SdPs-L	SdPs
31456	100	SdPs-L	SdPs
51445	100	SdPs-L	SdPs
18381	49.56	SdPs-S	SdPs
12359	16.66	SdPs-S	SdPs
14738	100	SdPs-S	SdPs
10872	100	SdPs-S	SdPs
43903	100	SdPs-L	SdPs
41460	98.2	SdPs-L	SdPs
30969	100	SdPs-L	SdPs
41140	100	SdPs-L	SdPs
43959	93.97	SdPs-L	SdPs
47632	97.53	SdPs-L	SdPs
57493	100	SdPs-L	SdPs
44097	91.88	SdPs-L	SdPs
45777	98.56	SdPs-L	SdPs
33075	100	SdPs-L	SdPs
42494	90.55	SdPs-L	SdPs
48139	100	SdPs-L	SdPs
33497	95.18	SdPs-L	SdPs
39319	85.78	SdPs-L	SdPs
10635	26.45	SdPs-S	SdPs
47299	100	SdPs-L	SdPs
45267	100	SdPs-L	SdPs
35717	100	SdPs-L	SdPs
44409	77.67	SdPs-L	SdPs
40104	99.47	SdPs-L	SdPs
49650	100	SdPs-L	SdPs
32989	97.07	SdPs-L	SdPs
35304	100	SdPs-L	SdPs
21179	57.11	SdPs-S	SdPs
33744	95.79	SdPs-L	SdPs
40889	87.5	SdPs-L	SdPs
35507	95.71	SdPs-L	SdPs
35763	100	SdPs-L	SdPs
75119	100	SdPs-L	SdPs
99436	100	SdPs-L	SdPs
63400	100	SdPs-L	SdPs
34406	100	SdPs-L	SdPs
43830	100	SdPs-L	SdPs
24132	47.64	SdPs-S	SdPs
33630	100	SdPs-L	SdPs
43379	93.19	SdPs-L	SdPs
51992	100	SdPs-L	SdPs
34887	100	SdPs-L	SdPs
55075	100	SdPs-L	SdPs
43664	61.03	SdPs-L	SdPs
40192	100	SdPs-L	SdPs
16795	23.3	SdPs-S	SdPs
50530	92.3	SdPs-L	SdPs
37198	99.38	SdPs-L	SdPs
39769	100	SdPs-L	SdPs
45781	99.29	SdPs-L	SdPs
40623	100	SdPs-L	SdPs
12253	20.56	SdPs-S	SdPs
39030	100	SdPs-L	SdPs
20800	56.09	SdPs-S	SdPs
50432	95.55	SdPs-L	SdPs
47850	100	SdPs-L	SdPs
60631	92.02	SdPs-L	SdPs
49745	100	SdPs-L	SdPs
48609	100	SdPs-L	SdPs
54486	100	SdPs-L	SdPs
42418	100	SdPs-L	SdPs
65334	100	SdPs-L	SdPs
41620	100	SdPs-L	SdPs
38615	78.69	SdPs-L	SdPs
55269	84.18	SdPs-L	SdPs
60630	100	SdPs-L	SdPs
24792	56.07	SdPs-S	SdPs
44107	89.5	SdPs-L	SdPs
15471	47.74	SdPs-S	SdPs
49893	100	SdPs-L	SdPs
42002	99.49	SdPs-L	SdPs
15458	44.27	SdPs-S	SdPs
44629	100	SdPs-L	SdPs
29393	97.49	SdPs-S	SdPs
41779	100	SdPs-L	SdPs
20549	55.41	SdPs-S	SdPs
44846	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46060	100	SdPs-L	SdPs
42574	100	SdPs-L	SdPs
40368	99.38	SdPs-L	SdPs
30592	100	SdPs-L	SdPs
21183	57.12	SdPs-S	SdPs
33376	100	SdPs-L	SdPs
43877	97.28	SdPs-L	SdPs
41410	96.96	SdPs-L	SdPs
47270	100	SdPs-L	SdPs
35167	100	SdPs-L	SdPs
45257	95.94	SdPs-L	SdPs
37870	100	SdPs-L	SdPs
37607	100	SdPs-L	SdPs
52131	82.01	SdPs-L	SdPs
26091	63.91	SdPs-S	SdPs
40565	100	SdPs-L	SdPs
49246	100	SdPs-L	SdPs
54279	100	SdPs-L	SdPs
46440	97.8	SdPs-L	SdPs
10683	90.76	SdPs-S	SdPs
49408	90.15	SdPs-L	SdPs
31723	78.91	SdPs-L	SdPs
28416	65.96	SdPs-S	SdPs
44166	100	SdPs-L	SdPs
44597	99.28	SdPs-L	SdPs
14199	19.91	SdPs-S	SdPs
20549	55.41	SdPs-S	SdPs
31552	44.26	SdPs-L	SdPs
43891	100	SdPs-L	SdPs
51659	96.85	SdPs-L	SdPs
41490	93.22	SdPs-L	SdPs
19462	33.06	SdPs-S	SdPs
31476	100	SdPs-L	SdPs
19650	100	SdPs-S	SdPs
46137	98.45	SdPs-L	SdPs
25526	39.94	SdPs-S	SdPs
63400	100	SdPs-L	SdPs
43827	100	SdPs-L	SdPs
24129	47.63	SdPs-S	SdPs
46008	97	SdPs-L	SdPs
54802	100	SdPs-L	SdPs
10057	28.93	SdPs-S	SdPs
20627	55.62	SdPs-S	SdPs
36333	100	SdPs-L	SdPs
74422	100	SdPs-L	SdPs
43043	80.08	SdPs-L	SdPs
74431	100	SdPs-L	SdPs
34961	87.91	SdPs-L	SdPs
35336	85.52	SdPs-L	SdPs
42778	100	SdPs-L	SdPs
34985	100	SdPs-L	SdPs
45708	100	SdPs-L	SdPs
19650	100	SdPs-S	SdPs
42402	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
56815	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47256	100	SdPs-L	SdPs
14428	31.32	SdPs-S	SdPs
46154	100	SdPs-L	SdPs
46756	100	SdPs-L	SdPs
34202	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
29974	84.74	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
55722	100	SdPs-L	SdPs
38595	78.57	SdPs-L	SdPs
44107	89.11	SdPs-L	SdPs
106740	100	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
44529	100	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
50549	91.72	SdPs-L	SdPs
34353	97.61	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
48603	100	SdPs-L	SdPs
24321	75.52	SdPs-S	SdPs
29177	79.21	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
57657	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
38719	100	SdPs-L	SdPs
42705	100	SdPs-L	SdPs
49159	100	SdPs-L	SdPs
35221	100	SdPs-L	SdPs
48809	100	SdPs-L	SdPs
31559	71.16	SdPs-L	SdPs
34366	97.54	SdPs-L	SdPs
20376	41.35	SdPs-S	SdPs
47310	100	SdPs-L	SdPs
33433	94.54	SdPs-L	SdPs
55147	100	SdPs-L	SdPs
40661	84.99	SdPs-L	SdPs
42869	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
32466	98.93	SdPs-L	SdPs
48406	100	SdPs-L	SdPs
49359	100	SdPs-L	SdPs
43318	100	SdPs-L	SdPs
38202	91.52	SdPs-L	SdPs
42139	100	SdPs-L	SdPs
30813	100	SdPs-L	SdPs
54632	100	SdPs-L	SdPs
47039	100	SdPs-L	SdPs
38807	90.69	SdPs-L	SdPs
46088	98.36	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
57657	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40692	100	SdPs-L	SdPs
49159	100	SdPs-L	SdPs
41320	100	SdPs-L	SdPs
34147	100	SdPs-L	SdPs
47093	91	SdPs-L	SdPs
10566	89.77	SdPs-S	SdPs
34999	77.74	SdPs-L	SdPs
34270	97.39	SdPs-L	SdPs
