hi	label	model
16.3578	0	AgglomerativeClustering
16.3895	0	AgglomerativeClustering
16.4049	0	AgglomerativeClustering
16.4814	0	AgglomerativeClustering
16.5025	0	AgglomerativeClustering
16.5068	0	AgglomerativeClustering
16.5068	0	AgglomerativeClustering
16.6252	0	AgglomerativeClustering
16.6887	0	AgglomerativeClustering
16.7182	0	AgglomerativeClustering
16.7731	0	AgglomerativeClustering
16.7731	0	AgglomerativeClustering
16.7903	0	AgglomerativeClustering
16.8069	0	AgglomerativeClustering
16.808	0	AgglomerativeClustering
16.8222	0	AgglomerativeClustering
16.8852	0	AgglomerativeClustering
16.9001	0	AgglomerativeClustering
16.9187	0	AgglomerativeClustering
16.9497	0	AgglomerativeClustering
17.0292	0	AgglomerativeClustering
17.0332	0	AgglomerativeClustering
17.2098	0	AgglomerativeClustering
17.2098	0	AgglomerativeClustering
17.2182	0	AgglomerativeClustering
17.2182	0	AgglomerativeClustering
17.2182	0	AgglomerativeClustering
17.324	0	AgglomerativeClustering
17.3717	0	AgglomerativeClustering
17.3884	0	AgglomerativeClustering
17.411	0	AgglomerativeClustering
17.5033	0	AgglomerativeClustering
17.5251	0	AgglomerativeClustering
17.577	0	AgglomerativeClustering
17.5892	0	AgglomerativeClustering
17.5905	0	AgglomerativeClustering
17.5909	0	AgglomerativeClustering
17.6053	0	AgglomerativeClustering
17.6089	0	AgglomerativeClustering
17.6336	0	AgglomerativeClustering
17.774	0	AgglomerativeClustering
17.7847	0	AgglomerativeClustering
17.7847	0	AgglomerativeClustering
17.8838	0	AgglomerativeClustering
17.9389	0	AgglomerativeClustering
17.9727	0	AgglomerativeClustering
18.0819	0	AgglomerativeClustering
18.1182	0	AgglomerativeClustering
18.1264	0	AgglomerativeClustering
18.3513	0	AgglomerativeClustering
18.4242	0	AgglomerativeClustering
18.4451	0	AgglomerativeClustering
18.4739	0	AgglomerativeClustering
18.5249	0	AgglomerativeClustering
18.5436	0	AgglomerativeClustering
18.6337	0	AgglomerativeClustering
18.6696	0	AgglomerativeClustering
18.7931	0	AgglomerativeClustering
18.8085	0	AgglomerativeClustering
18.8966	0	AgglomerativeClustering
18.924	0	AgglomerativeClustering
19.1122	0	AgglomerativeClustering
19.1286	0	AgglomerativeClustering
19.1614	0	AgglomerativeClustering
19.1614	0	AgglomerativeClustering
19.2466	0	AgglomerativeClustering
19.3933	0	AgglomerativeClustering
19.4985	0	AgglomerativeClustering
19.4985	0	AgglomerativeClustering
19.5513	0	AgglomerativeClustering
19.5513	0	AgglomerativeClustering
19.5927	0	AgglomerativeClustering
19.5927	0	AgglomerativeClustering
19.5974	0	AgglomerativeClustering
19.6136	0	AgglomerativeClustering
19.6136	0	AgglomerativeClustering
19.6335	0	AgglomerativeClustering
19.6336	0	AgglomerativeClustering
19.6908	0	AgglomerativeClustering
19.7372	0	AgglomerativeClustering
19.7437	0	AgglomerativeClustering
19.8351	0	AgglomerativeClustering
19.8351	0	AgglomerativeClustering
19.9268	0	AgglomerativeClustering
19.9414	0	AgglomerativeClustering
19.9566	0	AgglomerativeClustering
20.0055	0	AgglomerativeClustering
20.0055	0	AgglomerativeClustering
20.0805	0	AgglomerativeClustering
20.0837	0	AgglomerativeClustering
20.1088	0	AgglomerativeClustering
20.1205	0	AgglomerativeClustering
20.1205	0	AgglomerativeClustering
20.1525	0	AgglomerativeClustering
20.1611	0	AgglomerativeClustering
20.1831	0	AgglomerativeClustering
20.286	0	AgglomerativeClustering
20.3613	0	AgglomerativeClustering
20.403	0	AgglomerativeClustering
20.4458	0	AgglomerativeClustering
20.4458	0	AgglomerativeClustering
20.4822	0	AgglomerativeClustering
20.616	0	AgglomerativeClustering
20.6475	0	AgglomerativeClustering
20.7027	0	AgglomerativeClustering
20.7239	0	AgglomerativeClustering
20.8372	0	AgglomerativeClustering
20.8372	0	AgglomerativeClustering
20.8908	0	AgglomerativeClustering
20.9957	0	AgglomerativeClustering
21.1786	1	AgglomerativeClustering
21.1786	1	AgglomerativeClustering
21.25	1	AgglomerativeClustering
21.3233	1	AgglomerativeClustering
21.3479	1	AgglomerativeClustering
21.3718	1	AgglomerativeClustering
21.4838	1	AgglomerativeClustering
21.5088	1	AgglomerativeClustering
21.5307	1	AgglomerativeClustering
21.5307	1	AgglomerativeClustering
21.6253	1	AgglomerativeClustering
21.644	1	AgglomerativeClustering
21.6798	1	AgglomerativeClustering
21.6869	1	AgglomerativeClustering
21.7634	1	AgglomerativeClustering
21.7644	1	AgglomerativeClustering
21.7879	1	AgglomerativeClustering
21.817	1	AgglomerativeClustering
21.8897	1	AgglomerativeClustering
21.9417	1	AgglomerativeClustering
21.9516	1	AgglomerativeClustering
21.9769	1	AgglomerativeClustering
21.9845	1	AgglomerativeClustering
21.9845	1	AgglomerativeClustering
22.0147	1	AgglomerativeClustering
22.0353	1	AgglomerativeClustering
22.0365	1	AgglomerativeClustering
22.0949	1	AgglomerativeClustering
22.1113	1	AgglomerativeClustering
22.1314	1	AgglomerativeClustering
22.1453	1	AgglomerativeClustering
22.1521	1	AgglomerativeClustering
22.2866	1	AgglomerativeClustering
22.2881	1	AgglomerativeClustering
22.3087	1	AgglomerativeClustering
22.3087	1	AgglomerativeClustering
22.3117	1	AgglomerativeClustering
22.3179	1	AgglomerativeClustering
22.3447	1	AgglomerativeClustering
22.345	1	AgglomerativeClustering
22.3626	1	AgglomerativeClustering
22.3651	1	AgglomerativeClustering
22.4443	1	AgglomerativeClustering
22.4711	1	AgglomerativeClustering
22.4711	1	AgglomerativeClustering
22.5313	1	AgglomerativeClustering
22.5681	1	AgglomerativeClustering
22.5705	1	AgglomerativeClustering
22.5844	1	AgglomerativeClustering
22.6428	1	AgglomerativeClustering
22.6428	1	AgglomerativeClustering
22.7566	1	AgglomerativeClustering
22.8411	1	AgglomerativeClustering
22.8742	1	AgglomerativeClustering
22.8832	1	AgglomerativeClustering
22.8832	1	AgglomerativeClustering
22.9082	1	AgglomerativeClustering
22.9153	1	AgglomerativeClustering
22.9688	1	AgglomerativeClustering
22.9769	1	AgglomerativeClustering
23.0316	1	AgglomerativeClustering
23.0316	1	AgglomerativeClustering
23.0738	1	AgglomerativeClustering
23.0738	1	AgglomerativeClustering
23.0791	1	AgglomerativeClustering
23.0854	1	AgglomerativeClustering
23.0965	1	AgglomerativeClustering
23.1299	1	AgglomerativeClustering
23.1299	1	AgglomerativeClustering
23.1342	1	AgglomerativeClustering
23.1473	1	AgglomerativeClustering
23.1944	1	AgglomerativeClustering
23.3288	1	AgglomerativeClustering
23.4741	1	AgglomerativeClustering
23.4741	1	AgglomerativeClustering
23.5814	1	AgglomerativeClustering
23.5836	1	AgglomerativeClustering
23.6514	1	AgglomerativeClustering
23.6514	1	AgglomerativeClustering
23.849	1	AgglomerativeClustering
23.8774	1	AgglomerativeClustering
23.8921	1	AgglomerativeClustering
23.8921	1	AgglomerativeClustering
23.8986	1	AgglomerativeClustering
23.926	1	AgglomerativeClustering
23.94	1	AgglomerativeClustering
23.9405	1	AgglomerativeClustering
23.9494	1	AgglomerativeClustering
23.9944	1	AgglomerativeClustering
24.0604	1	AgglomerativeClustering
24.3019	1	AgglomerativeClustering
24.4568	1	AgglomerativeClustering
24.4687	1	AgglomerativeClustering
24.5186	1	AgglomerativeClustering
24.5522	1	AgglomerativeClustering
24.6108	1	AgglomerativeClustering
24.6722	1	AgglomerativeClustering
24.6894	1	AgglomerativeClustering
24.6894	1	AgglomerativeClustering
24.7709	1	AgglomerativeClustering
24.8385	1	AgglomerativeClustering
24.8744	1	AgglomerativeClustering
25.0772	1	AgglomerativeClustering
25.1299	1	AgglomerativeClustering
25.1299	1	AgglomerativeClustering
25.1837	1	AgglomerativeClustering
25.256	1	AgglomerativeClustering
25.2696	1	AgglomerativeClustering
25.2927	1	AgglomerativeClustering
25.3008	1	AgglomerativeClustering
25.3011	1	AgglomerativeClustering
25.3311	1	AgglomerativeClustering
25.4199	1	AgglomerativeClustering
25.5652	1	AgglomerativeClustering
25.5665	1	AgglomerativeClustering
25.5789	1	AgglomerativeClustering
25.5945	1	AgglomerativeClustering
25.6272	1	AgglomerativeClustering
25.6418	1	AgglomerativeClustering
25.6477	1	AgglomerativeClustering
25.6555	1	AgglomerativeClustering
25.6574	1	AgglomerativeClustering
25.7128	1	AgglomerativeClustering
25.7485	1	AgglomerativeClustering
25.869	1	AgglomerativeClustering
25.8702	1	AgglomerativeClustering
25.8745	1	AgglomerativeClustering
25.9064	1	AgglomerativeClustering
25.9445	1	AgglomerativeClustering
26.0106	1	AgglomerativeClustering
26.0493	1	AgglomerativeClustering
26.0858	1	AgglomerativeClustering
26.1109	1	AgglomerativeClustering
26.1464	1	AgglomerativeClustering
26.2629	1	AgglomerativeClustering
26.4568	1	AgglomerativeClustering
26.4949	1	AgglomerativeClustering
26.5127	1	AgglomerativeClustering
26.6089	1	AgglomerativeClustering
26.6152	1	AgglomerativeClustering
26.6394	1	AgglomerativeClustering
26.6493	1	AgglomerativeClustering
26.8331	1	AgglomerativeClustering
26.8533	1	AgglomerativeClustering
27.0027	1	AgglomerativeClustering
27.0951	1	AgglomerativeClustering
27.126	1	AgglomerativeClustering
27.126	1	AgglomerativeClustering
27.126	1	AgglomerativeClustering
27.2591	1	AgglomerativeClustering
27.31	1	AgglomerativeClustering
27.3838	1	AgglomerativeClustering
27.4793	1	AgglomerativeClustering
27.5625	1	AgglomerativeClustering
27.5935	1	AgglomerativeClustering
27.8519	1	AgglomerativeClustering
27.8519	1	AgglomerativeClustering
27.8561	1	AgglomerativeClustering
27.9407	1	AgglomerativeClustering
27.9407	1	AgglomerativeClustering
28.1851	1	AgglomerativeClustering
28.5252	1	AgglomerativeClustering
28.8898	1	AgglomerativeClustering
29.1605	1	AgglomerativeClustering
29.3633	1	AgglomerativeClustering
29.444	1	AgglomerativeClustering
29.7281	1	AgglomerativeClustering
29.8006	1	AgglomerativeClustering
29.8202	1	AgglomerativeClustering
30.3606	1	AgglomerativeClustering
30.3903	1	AgglomerativeClustering
32.5136	1	AgglomerativeClustering
33.5119	1	AgglomerativeClustering
33.7784	1	AgglomerativeClustering
2.3527	0	SpectralClustering
2.7686	0	SpectralClustering
2.7686	0	SpectralClustering
3.3381	0	SpectralClustering
4.3144	0	SpectralClustering
4.6532	0	SpectralClustering
4.6532	0	SpectralClustering
5.1589	0	SpectralClustering
6.1062	0	SpectralClustering
6.2369	0	SpectralClustering
6.2369	0	SpectralClustering
6.3969	0	SpectralClustering
6.7211	0	SpectralClustering
6.7211	0	SpectralClustering
6.9833	0	SpectralClustering
6.9833	0	SpectralClustering
7.0354	0	SpectralClustering
7.0354	0	SpectralClustering
7.0642	0	SpectralClustering
7.0642	0	SpectralClustering
8.3212	0	SpectralClustering
8.6111	0	SpectralClustering
8.8018	0	SpectralClustering
9.0678	0	SpectralClustering
9.1912	0	SpectralClustering
9.1912	0	SpectralClustering
9.2685	0	SpectralClustering
9.381	0	SpectralClustering
9.4004	0	SpectralClustering
9.5379	0	SpectralClustering
9.5959	0	SpectralClustering
10.5647	0	SpectralClustering
10.6822	0	SpectralClustering
11.8257	1	SpectralClustering
12.0879	1	SpectralClustering
12.1642	1	SpectralClustering
12.5928	1	SpectralClustering
12.7969	1	SpectralClustering
12.8241	1	SpectralClustering
12.8386	1	SpectralClustering
12.8477	1	SpectralClustering
12.934	1	SpectralClustering
12.934	1	SpectralClustering
12.9949	1	SpectralClustering
13.5496	1	SpectralClustering
13.5496	1	SpectralClustering
13.6036	1	SpectralClustering
13.9467	1	SpectralClustering
14.0719	1	SpectralClustering
14.6271	1	SpectralClustering
14.8228	1	SpectralClustering
14.8864	1	SpectralClustering
14.8947	1	SpectralClustering
14.9842	1	SpectralClustering
14.9842	1	SpectralClustering
15.0662	1	SpectralClustering
15.0691	1	SpectralClustering
15.241	1	SpectralClustering
15.2579	1	SpectralClustering
15.2591	1	SpectralClustering
15.2939	1	SpectralClustering
15.2962	1	SpectralClustering
15.3188	1	SpectralClustering
15.3828	1	SpectralClustering
15.4953	1	SpectralClustering
15.5579	1	SpectralClustering
15.5579	1	SpectralClustering
15.5738	1	SpectralClustering
15.5936	1	SpectralClustering
15.6189	1	SpectralClustering
15.6421	1	SpectralClustering
15.9719	1	SpectralClustering
15.9781	1	SpectralClustering
15.9963	1	SpectralClustering
16.0046	1	SpectralClustering
16.0571	1	SpectralClustering
16.0571	1	SpectralClustering
16.0776	1	SpectralClustering
16.2213	1	SpectralClustering
16.2213	1	SpectralClustering
16.2364	1	SpectralClustering
16.2475	1	SpectralClustering
16.2696	1	SpectralClustering
16.2895	1	SpectralClustering
16.3578	1	SpectralClustering
16.3895	1	SpectralClustering
16.4049	1	SpectralClustering
16.4814	1	SpectralClustering
16.5025	1	SpectralClustering
16.5068	1	SpectralClustering
16.5068	1	SpectralClustering
16.6252	1	SpectralClustering
16.6887	1	SpectralClustering
16.7182	1	SpectralClustering
16.7731	1	SpectralClustering
16.7731	1	SpectralClustering
16.7903	1	SpectralClustering
16.8069	1	SpectralClustering
16.808	1	SpectralClustering
16.8222	1	SpectralClustering
16.8852	1	SpectralClustering
16.9001	1	SpectralClustering
16.9187	1	SpectralClustering
16.9497	1	SpectralClustering
17.0292	1	SpectralClustering
17.0332	1	SpectralClustering
17.2098	1	SpectralClustering
17.2098	1	SpectralClustering
17.2182	1	SpectralClustering
17.2182	1	SpectralClustering
17.2182	1	SpectralClustering
17.324	1	SpectralClustering
17.3717	1	SpectralClustering
17.3884	1	SpectralClustering
17.411	1	SpectralClustering
17.5033	1	SpectralClustering
17.5251	1	SpectralClustering
17.577	1	SpectralClustering
17.5892	1	SpectralClustering
17.5905	1	SpectralClustering
17.5909	1	SpectralClustering
17.6053	1	SpectralClustering
17.6089	1	SpectralClustering
17.6336	1	SpectralClustering
17.774	1	SpectralClustering
17.7847	1	SpectralClustering
17.7847	1	SpectralClustering
17.8838	1	SpectralClustering
17.9389	1	SpectralClustering
17.9727	1	SpectralClustering
18.0819	1	SpectralClustering
18.1182	1	SpectralClustering
18.1264	1	SpectralClustering
18.3513	1	SpectralClustering
18.4242	1	SpectralClustering
18.4451	1	SpectralClustering
18.4739	1	SpectralClustering
18.5249	1	SpectralClustering
18.5436	1	SpectralClustering
18.6337	1	SpectralClustering
18.6696	1	SpectralClustering
18.7931	1	SpectralClustering
18.8085	1	SpectralClustering
18.8966	1	SpectralClustering
18.924	1	SpectralClustering
19.1122	1	SpectralClustering
19.1286	1	SpectralClustering
19.1614	1	SpectralClustering
19.1614	1	SpectralClustering
19.2466	1	SpectralClustering
19.3933	1	SpectralClustering
19.4985	1	SpectralClustering
19.4985	1	SpectralClustering
19.5513	1	SpectralClustering
19.5513	1	SpectralClustering
19.5927	1	SpectralClustering
19.5927	1	SpectralClustering
19.5974	1	SpectralClustering
19.6136	1	SpectralClustering
19.6136	1	SpectralClustering
19.6335	1	SpectralClustering
19.6336	1	SpectralClustering
19.6908	1	SpectralClustering
19.7372	1	SpectralClustering
19.7437	1	SpectralClustering
19.8351	1	SpectralClustering
19.8351	1	SpectralClustering
19.9268	1	SpectralClustering
19.9414	1	SpectralClustering
19.9566	1	SpectralClustering
20.0055	1	SpectralClustering
20.0055	1	SpectralClustering
20.0805	1	SpectralClustering
20.0837	1	SpectralClustering
20.1088	1	SpectralClustering
20.1205	1	SpectralClustering
20.1205	1	SpectralClustering
20.1525	1	SpectralClustering
20.1611	1	SpectralClustering
20.1831	1	SpectralClustering
20.286	1	SpectralClustering
20.3613	1	SpectralClustering
20.403	1	SpectralClustering
20.4458	1	SpectralClustering
20.4458	1	SpectralClustering
20.4822	1	SpectralClustering
20.616	1	SpectralClustering
20.6475	1	SpectralClustering
20.7027	1	SpectralClustering
20.7239	1	SpectralClustering
20.8372	1	SpectralClustering
20.8372	1	SpectralClustering
20.8908	1	SpectralClustering
20.9957	1	SpectralClustering
21.1786	1	SpectralClustering
21.1786	1	SpectralClustering
21.25	1	SpectralClustering
21.3233	1	SpectralClustering
21.3479	1	SpectralClustering
21.3718	1	SpectralClustering
21.4838	1	SpectralClustering
21.5088	1	SpectralClustering
21.5307	1	SpectralClustering
21.5307	1	SpectralClustering
21.6253	1	SpectralClustering
21.644	1	SpectralClustering
21.6798	1	SpectralClustering
21.6869	1	SpectralClustering
21.7634	1	SpectralClustering
21.7644	1	SpectralClustering
21.7879	1	SpectralClustering
21.817	1	SpectralClustering
21.8897	1	SpectralClustering
21.9417	1	SpectralClustering
21.9516	1	SpectralClustering
21.9769	1	SpectralClustering
21.9845	1	SpectralClustering
21.9845	1	SpectralClustering
22.0147	1	SpectralClustering
22.0353	1	SpectralClustering
22.0365	1	SpectralClustering
22.0949	1	SpectralClustering
22.1113	1	SpectralClustering
22.1314	1	SpectralClustering
22.1453	1	SpectralClustering
22.1521	1	SpectralClustering
22.2866	1	SpectralClustering
22.2881	1	SpectralClustering
22.3087	1	SpectralClustering
22.3087	1	SpectralClustering
22.3117	1	SpectralClustering
22.3179	1	SpectralClustering
22.3447	1	SpectralClustering
22.345	1	SpectralClustering
22.3626	1	SpectralClustering
22.3651	1	SpectralClustering
22.4443	1	SpectralClustering
22.4711	1	SpectralClustering
22.4711	1	SpectralClustering
22.5313	1	SpectralClustering
22.5681	1	SpectralClustering
22.5705	1	SpectralClustering
22.5844	1	SpectralClustering
22.6428	1	SpectralClustering
22.6428	1	SpectralClustering
22.7566	1	SpectralClustering
22.8411	1	SpectralClustering
22.8742	1	SpectralClustering
22.8832	1	SpectralClustering
22.8832	1	SpectralClustering
22.9082	1	SpectralClustering
22.9153	1	SpectralClustering
22.9688	1	SpectralClustering
22.9769	1	SpectralClustering
23.0316	1	SpectralClustering
23.0316	1	SpectralClustering
23.0738	1	SpectralClustering
23.0738	1	SpectralClustering
23.0791	1	SpectralClustering
23.0854	1	SpectralClustering
23.0965	1	SpectralClustering
23.1299	1	SpectralClustering
23.1299	1	SpectralClustering
23.1342	1	SpectralClustering
23.1473	1	SpectralClustering
23.1944	1	SpectralClustering
23.3288	1	SpectralClustering
23.4741	1	SpectralClustering
23.4741	1	SpectralClustering
23.5814	1	SpectralClustering
23.5836	1	SpectralClustering
23.6514	1	SpectralClustering
23.6514	1	SpectralClustering
23.849	1	SpectralClustering
23.8774	1	SpectralClustering
23.8921	1	SpectralClustering
23.8921	1	SpectralClustering
23.8986	1	SpectralClustering
23.926	1	SpectralClustering
23.94	1	SpectralClustering
23.9405	1	SpectralClustering
23.9494	1	SpectralClustering
23.9944	1	SpectralClustering
24.0604	1	SpectralClustering
24.3019	1	SpectralClustering
24.4568	1	SpectralClustering
24.4687	1	SpectralClustering
24.5186	1	SpectralClustering
24.5522	1	SpectralClustering
24.6108	1	SpectralClustering
24.6722	1	SpectralClustering
24.6894	1	SpectralClustering
24.6894	1	SpectralClustering
24.7709	1	SpectralClustering
24.8385	1	SpectralClustering
24.8744	1	SpectralClustering
25.0772	1	SpectralClustering
25.1299	1	SpectralClustering
25.1299	1	SpectralClustering
25.1837	1	SpectralClustering
25.256	1	SpectralClustering
25.2696	1	SpectralClustering
25.2927	1	SpectralClustering
25.3008	1	SpectralClustering
25.3011	1	SpectralClustering
25.3311	1	SpectralClustering
25.4199	1	SpectralClustering
25.5652	1	SpectralClustering
25.5665	1	SpectralClustering
25.5789	1	SpectralClustering
25.5945	1	SpectralClustering
25.6272	1	SpectralClustering
25.6418	1	SpectralClustering
25.6477	1	SpectralClustering
25.6555	1	SpectralClustering
25.6574	1	SpectralClustering
25.7128	1	SpectralClustering
25.7485	1	SpectralClustering
25.869	1	SpectralClustering
25.8702	1	SpectralClustering
25.8745	1	SpectralClustering
25.9064	1	SpectralClustering
25.9445	1	SpectralClustering
26.0106	1	SpectralClustering
26.0493	1	SpectralClustering
26.0858	1	SpectralClustering
26.1109	1	SpectralClustering
26.1464	1	SpectralClustering
26.2629	1	SpectralClustering
26.4568	1	SpectralClustering
26.4949	1	SpectralClustering
26.5127	1	SpectralClustering
26.6089	1	SpectralClustering
26.6152	1	SpectralClustering
26.6394	1	SpectralClustering
26.6493	1	SpectralClustering
26.8331	1	SpectralClustering
26.8533	1	SpectralClustering
27.0027	1	SpectralClustering
27.0951	1	SpectralClustering
27.126	1	SpectralClustering
27.126	1	SpectralClustering
27.126	1	SpectralClustering
27.2591	1	SpectralClustering
27.31	1	SpectralClustering
27.3838	1	SpectralClustering
27.4793	1	SpectralClustering
27.5625	1	SpectralClustering
27.5935	1	SpectralClustering
27.8519	1	SpectralClustering
27.8519	1	SpectralClustering
27.8561	1	SpectralClustering
27.9407	1	SpectralClustering
27.9407	1	SpectralClustering
28.1851	1	SpectralClustering
28.5252	1	SpectralClustering
28.8898	1	SpectralClustering
29.1605	1	SpectralClustering
29.3633	1	SpectralClustering
29.444	1	SpectralClustering
29.7281	1	SpectralClustering
29.8006	1	SpectralClustering
29.8202	1	SpectralClustering
30.3606	1	SpectralClustering
30.3903	1	SpectralClustering
32.5136	1	SpectralClustering
33.5119	1	SpectralClustering
33.7784	1	SpectralClustering
2.3527	0	KMeans
2.7686	0	KMeans
2.7686	0	KMeans
3.3381	0	KMeans
4.3144	0	KMeans
4.6532	0	KMeans
4.6532	0	KMeans
5.1589	0	KMeans
6.1062	0	KMeans
6.2369	0	KMeans
6.2369	0	KMeans
6.3969	0	KMeans
6.7211	0	KMeans
6.7211	0	KMeans
6.9833	0	KMeans
6.9833	0	KMeans
7.0354	0	KMeans
7.0354	0	KMeans
7.0642	0	KMeans
7.0642	0	KMeans
8.3212	0	KMeans
8.6111	0	KMeans
8.8018	0	KMeans
9.0678	0	KMeans
9.1912	0	KMeans
9.1912	0	KMeans
9.2685	0	KMeans
9.381	0	KMeans
9.4004	0	KMeans
9.5379	0	KMeans
9.5959	0	KMeans
10.5647	0	KMeans
10.6822	0	KMeans
11.8257	0	KMeans
12.0879	0	KMeans
12.1642	0	KMeans
12.5928	0	KMeans
12.7969	0	KMeans
12.8241	0	KMeans
12.8386	0	KMeans
12.8477	0	KMeans
12.934	0	KMeans
12.934	0	KMeans
12.9949	0	KMeans
13.5496	0	KMeans
13.5496	0	KMeans
13.6036	0	KMeans
13.9467	0	KMeans
14.0719	0	KMeans
14.6271	0	KMeans
14.8228	0	KMeans
14.8864	0	KMeans
14.8947	0	KMeans
14.9842	0	KMeans
14.9842	0	KMeans
15.0662	0	KMeans
15.0691	0	KMeans
15.241	0	KMeans
15.2579	0	KMeans
15.2591	0	KMeans
15.2939	0	KMeans
15.2962	0	KMeans
15.3188	0	KMeans
15.3828	0	KMeans
15.4953	0	KMeans
15.5579	0	KMeans
15.5579	0	KMeans
15.5738	0	KMeans
15.5936	0	KMeans
15.6189	0	KMeans
15.6421	0	KMeans
15.9719	0	KMeans
15.9781	0	KMeans
15.9963	0	KMeans
16.0046	0	KMeans
16.0571	0	KMeans
16.0571	0	KMeans
16.0776	0	KMeans
16.2213	0	KMeans
16.2213	0	KMeans
16.2364	0	KMeans
16.2475	0	KMeans
16.2696	0	KMeans
16.2895	0	KMeans
16.3578	0	KMeans
16.3895	0	KMeans
16.4049	0	KMeans
16.4814	0	KMeans
16.5025	0	KMeans
16.5068	0	KMeans
16.5068	0	KMeans
16.6252	0	KMeans
16.6887	0	KMeans
16.7182	0	KMeans
16.7731	0	KMeans
16.7731	0	KMeans
16.7903	0	KMeans
16.8069	0	KMeans
16.808	0	KMeans
16.8222	0	KMeans
16.8852	0	KMeans
16.9001	0	KMeans
16.9187	0	KMeans
16.9497	0	KMeans
17.0292	0	KMeans
17.0332	0	KMeans
17.2098	0	KMeans
17.2098	0	KMeans
17.2182	0	KMeans
17.2182	0	KMeans
17.2182	0	KMeans
17.324	0	KMeans
17.3717	0	KMeans
17.3884	0	KMeans
17.411	0	KMeans
17.5033	0	KMeans
17.5251	0	KMeans
17.577	0	KMeans
17.5892	0	KMeans
17.5905	0	KMeans
17.5909	0	KMeans
17.6053	0	KMeans
17.6089	0	KMeans
17.6336	0	KMeans
17.774	0	KMeans
17.7847	0	KMeans
17.7847	0	KMeans
17.8838	0	KMeans
17.9389	0	KMeans
17.9727	0	KMeans
18.0819	0	KMeans
18.1182	0	KMeans
18.1264	0	KMeans
18.3513	0	KMeans
18.4242	0	KMeans
18.4451	0	KMeans
18.4739	0	KMeans
18.5249	0	KMeans
18.5436	0	KMeans
18.6337	0	KMeans
18.6696	0	KMeans
18.7931	1	KMeans
18.8085	1	KMeans
18.8966	1	KMeans
18.924	1	KMeans
19.1122	1	KMeans
19.1286	1	KMeans
19.1614	1	KMeans
19.1614	1	KMeans
19.2466	1	KMeans
19.3933	1	KMeans
19.4985	1	KMeans
19.4985	1	KMeans
19.5513	1	KMeans
19.5513	1	KMeans
19.5927	1	KMeans
19.5927	1	KMeans
19.5974	1	KMeans
19.6136	1	KMeans
19.6136	1	KMeans
19.6335	1	KMeans
19.6336	1	KMeans
19.6908	1	KMeans
19.7372	1	KMeans
19.7437	1	KMeans
19.8351	1	KMeans
19.8351	1	KMeans
19.9268	1	KMeans
19.9414	1	KMeans
19.9566	1	KMeans
20.0055	1	KMeans
20.0055	1	KMeans
20.0805	1	KMeans
20.0837	1	KMeans
20.1088	1	KMeans
20.1205	1	KMeans
20.1205	1	KMeans
20.1525	1	KMeans
20.1611	1	KMeans
20.1831	1	KMeans
20.286	1	KMeans
20.3613	1	KMeans
20.403	1	KMeans
20.4458	1	KMeans
20.4458	1	KMeans
20.4822	1	KMeans
20.616	1	KMeans
20.6475	1	KMeans
20.7027	1	KMeans
20.7239	1	KMeans
20.8372	1	KMeans
20.8372	1	KMeans
20.8908	1	KMeans
20.9957	1	KMeans
21.1786	1	KMeans
21.1786	1	KMeans
21.25	1	KMeans
21.3233	1	KMeans
21.3479	1	KMeans
21.3718	1	KMeans
21.4838	1	KMeans
21.5088	1	KMeans
21.5307	1	KMeans
21.5307	1	KMeans
21.6253	1	KMeans
21.644	1	KMeans
21.6798	1	KMeans
21.6869	1	KMeans
21.7634	1	KMeans
21.7644	1	KMeans
21.7879	1	KMeans
21.817	1	KMeans
21.8897	1	KMeans
21.9417	1	KMeans
21.9516	1	KMeans
21.9769	1	KMeans
21.9845	1	KMeans
21.9845	1	KMeans
22.0147	1	KMeans
22.0353	1	KMeans
22.0365	1	KMeans
22.0949	1	KMeans
22.1113	1	KMeans
22.1314	1	KMeans
22.1453	1	KMeans
22.1521	1	KMeans
22.2866	1	KMeans
22.2881	1	KMeans
22.3087	1	KMeans
22.3087	1	KMeans
22.3117	1	KMeans
22.3179	1	KMeans
22.3447	1	KMeans
22.345	1	KMeans
22.3626	1	KMeans
22.3651	1	KMeans
22.4443	1	KMeans
22.4711	1	KMeans
22.4711	1	KMeans
22.5313	1	KMeans
22.5681	1	KMeans
22.5705	1	KMeans
22.5844	1	KMeans
22.6428	1	KMeans
22.6428	1	KMeans
22.7566	1	KMeans
22.8411	1	KMeans
22.8742	1	KMeans
22.8832	1	KMeans
22.8832	1	KMeans
22.9082	1	KMeans
22.9153	1	KMeans
22.9688	1	KMeans
22.9769	1	KMeans
23.0316	1	KMeans
23.0316	1	KMeans
23.0738	1	KMeans
23.0738	1	KMeans
23.0791	1	KMeans
23.0854	1	KMeans
23.0965	1	KMeans
23.1299	1	KMeans
23.1299	1	KMeans
23.1342	1	KMeans
23.1473	1	KMeans
23.1944	1	KMeans
23.3288	1	KMeans
23.4741	1	KMeans
23.4741	1	KMeans
23.5814	1	KMeans
23.5836	1	KMeans
23.6514	1	KMeans
23.6514	1	KMeans
23.849	1	KMeans
23.8774	1	KMeans
23.8921	1	KMeans
23.8921	1	KMeans
23.8986	1	KMeans
23.926	1	KMeans
23.94	1	KMeans
23.9405	1	KMeans
23.9494	1	KMeans
23.9944	1	KMeans
24.0604	1	KMeans
24.3019	1	KMeans
