hi	label	model
15.6189	1	BayesianGaussianMixture
15.6421	1	BayesianGaussianMixture
15.9719	1	BayesianGaussianMixture
15.9781	1	BayesianGaussianMixture
15.9963	1	BayesianGaussianMixture
16.0046	1	BayesianGaussianMixture
16.0571	1	BayesianGaussianMixture
16.0571	1	BayesianGaussianMixture
16.0776	1	BayesianGaussianMixture
16.2213	1	BayesianGaussianMixture
16.2213	1	BayesianGaussianMixture
16.2364	1	BayesianGaussianMixture
16.2475	1	BayesianGaussianMixture
16.2696	1	BayesianGaussianMixture
16.2895	1	BayesianGaussianMixture
16.3578	1	BayesianGaussianMixture
16.3895	1	BayesianGaussianMixture
16.4049	1	BayesianGaussianMixture
16.4814	1	BayesianGaussianMixture
16.5025	1	BayesianGaussianMixture
16.5068	1	BayesianGaussianMixture
16.5068	1	BayesianGaussianMixture
16.6252	1	BayesianGaussianMixture
16.6887	1	BayesianGaussianMixture
16.7182	1	BayesianGaussianMixture
16.7731	1	BayesianGaussianMixture
16.7731	1	BayesianGaussianMixture
16.7903	1	BayesianGaussianMixture
16.8069	1	BayesianGaussianMixture
16.808	1	BayesianGaussianMixture
16.8222	1	BayesianGaussianMixture
16.8852	1	BayesianGaussianMixture
16.9001	1	BayesianGaussianMixture
16.9187	1	BayesianGaussianMixture
16.9497	1	BayesianGaussianMixture
17.0292	1	BayesianGaussianMixture
17.0332	1	BayesianGaussianMixture
17.2098	1	BayesianGaussianMixture
17.2098	1	BayesianGaussianMixture
17.2182	1	BayesianGaussianMixture
17.2182	1	BayesianGaussianMixture
17.2182	1	BayesianGaussianMixture
17.324	1	BayesianGaussianMixture
17.3717	1	BayesianGaussianMixture
17.3884	1	BayesianGaussianMixture
17.411	1	BayesianGaussianMixture
17.5033	1	BayesianGaussianMixture
17.5251	1	BayesianGaussianMixture
17.577	1	BayesianGaussianMixture
17.5892	1	BayesianGaussianMixture
17.5905	1	BayesianGaussianMixture
17.5909	1	BayesianGaussianMixture
17.6053	1	BayesianGaussianMixture
17.6089	1	BayesianGaussianMixture
17.6336	1	BayesianGaussianMixture
17.774	1	BayesianGaussianMixture
17.7847	1	BayesianGaussianMixture
17.7847	1	BayesianGaussianMixture
17.8838	1	BayesianGaussianMixture
17.9389	1	BayesianGaussianMixture
17.9727	1	BayesianGaussianMixture
18.0819	1	BayesianGaussianMixture
18.1182	1	BayesianGaussianMixture
18.1264	1	BayesianGaussianMixture
18.3513	1	BayesianGaussianMixture
18.4242	1	BayesianGaussianMixture
18.4451	1	BayesianGaussianMixture
18.4739	1	BayesianGaussianMixture
18.5249	1	BayesianGaussianMixture
18.5436	1	BayesianGaussianMixture
18.6337	1	BayesianGaussianMixture
18.6696	1	BayesianGaussianMixture
18.7931	1	BayesianGaussianMixture
18.8085	1	BayesianGaussianMixture
18.8966	1	BayesianGaussianMixture
18.924	1	BayesianGaussianMixture
19.1122	1	BayesianGaussianMixture
19.1286	1	BayesianGaussianMixture
19.1614	1	BayesianGaussianMixture
19.1614	1	BayesianGaussianMixture
19.2466	1	BayesianGaussianMixture
19.3933	1	BayesianGaussianMixture
19.4985	1	BayesianGaussianMixture
19.4985	1	BayesianGaussianMixture
19.5513	1	BayesianGaussianMixture
19.5513	1	BayesianGaussianMixture
19.5927	1	BayesianGaussianMixture
19.5927	1	BayesianGaussianMixture
19.5974	1	BayesianGaussianMixture
19.6136	1	BayesianGaussianMixture
19.6136	1	BayesianGaussianMixture
19.6335	1	BayesianGaussianMixture
19.6336	1	BayesianGaussianMixture
19.6908	1	BayesianGaussianMixture
19.7372	1	BayesianGaussianMixture
19.7437	1	BayesianGaussianMixture
19.8351	1	BayesianGaussianMixture
19.8351	1	BayesianGaussianMixture
19.9268	1	BayesianGaussianMixture
19.9414	1	BayesianGaussianMixture
19.9566	1	BayesianGaussianMixture
20.0055	1	BayesianGaussianMixture
20.0055	1	BayesianGaussianMixture
20.0805	1	BayesianGaussianMixture
20.0837	1	BayesianGaussianMixture
20.1088	1	BayesianGaussianMixture
20.1205	1	BayesianGaussianMixture
20.1205	1	BayesianGaussianMixture
20.1525	1	BayesianGaussianMixture
20.1611	1	BayesianGaussianMixture
20.1831	1	BayesianGaussianMixture
20.286	1	BayesianGaussianMixture
20.3613	1	BayesianGaussianMixture
20.403	1	BayesianGaussianMixture
20.4458	1	BayesianGaussianMixture
20.4458	1	BayesianGaussianMixture
20.4822	1	BayesianGaussianMixture
20.616	1	BayesianGaussianMixture
20.6475	1	BayesianGaussianMixture
20.7027	1	BayesianGaussianMixture
20.7239	1	BayesianGaussianMixture
20.8372	1	BayesianGaussianMixture
20.8372	1	BayesianGaussianMixture
20.8908	1	BayesianGaussianMixture
20.9957	1	BayesianGaussianMixture
21.1786	1	BayesianGaussianMixture
21.1786	1	BayesianGaussianMixture
21.25	1	BayesianGaussianMixture
21.3233	1	BayesianGaussianMixture
21.3479	1	BayesianGaussianMixture
21.3718	1	BayesianGaussianMixture
21.4838	1	BayesianGaussianMixture
21.5088	1	BayesianGaussianMixture
21.5307	1	BayesianGaussianMixture
21.5307	1	BayesianGaussianMixture
21.6253	1	BayesianGaussianMixture
21.644	1	BayesianGaussianMixture
21.6798	1	BayesianGaussianMixture
21.6869	1	BayesianGaussianMixture
21.7634	1	BayesianGaussianMixture
21.7644	1	BayesianGaussianMixture
21.7879	1	BayesianGaussianMixture
21.817	1	BayesianGaussianMixture
21.8897	1	BayesianGaussianMixture
21.9417	1	BayesianGaussianMixture
21.9516	1	BayesianGaussianMixture
21.9769	1	BayesianGaussianMixture
21.9845	1	BayesianGaussianMixture
21.9845	1	BayesianGaussianMixture
22.0147	1	BayesianGaussianMixture
22.0353	1	BayesianGaussianMixture
22.0365	1	BayesianGaussianMixture
22.0949	1	BayesianGaussianMixture
22.1113	1	BayesianGaussianMixture
22.1314	1	BayesianGaussianMixture
22.1453	1	BayesianGaussianMixture
22.1521	1	BayesianGaussianMixture
22.2866	1	BayesianGaussianMixture
22.2881	1	BayesianGaussianMixture
22.3087	1	BayesianGaussianMixture
22.3087	1	BayesianGaussianMixture
22.3117	1	BayesianGaussianMixture
22.3179	1	BayesianGaussianMixture
22.3447	1	BayesianGaussianMixture
22.345	1	BayesianGaussianMixture
22.3626	1	BayesianGaussianMixture
22.3651	1	BayesianGaussianMixture
22.4443	1	BayesianGaussianMixture
22.4711	1	BayesianGaussianMixture
22.4711	1	BayesianGaussianMixture
22.5313	1	BayesianGaussianMixture
22.5681	1	BayesianGaussianMixture
22.5705	1	BayesianGaussianMixture
22.5844	1	BayesianGaussianMixture
22.6428	1	BayesianGaussianMixture
22.6428	1	BayesianGaussianMixture
22.7566	1	BayesianGaussianMixture
22.8411	1	BayesianGaussianMixture
22.8742	1	BayesianGaussianMixture
22.8832	1	BayesianGaussianMixture
22.8832	1	BayesianGaussianMixture
22.9082	1	BayesianGaussianMixture
22.9153	1	BayesianGaussianMixture
22.9688	1	BayesianGaussianMixture
22.9769	1	BayesianGaussianMixture
23.0316	1	BayesianGaussianMixture
23.0316	1	BayesianGaussianMixture
23.0738	1	BayesianGaussianMixture
23.0738	1	BayesianGaussianMixture
23.0791	1	BayesianGaussianMixture
23.0854	1	BayesianGaussianMixture
23.0965	1	BayesianGaussianMixture
23.1299	1	BayesianGaussianMixture
23.1299	1	BayesianGaussianMixture
23.1342	1	BayesianGaussianMixture
23.1473	1	BayesianGaussianMixture
23.1944	1	BayesianGaussianMixture
23.3288	1	BayesianGaussianMixture
23.4741	1	BayesianGaussianMixture
23.4741	1	BayesianGaussianMixture
23.5814	1	BayesianGaussianMixture
23.5836	1	BayesianGaussianMixture
23.6514	1	BayesianGaussianMixture
23.6514	1	BayesianGaussianMixture
23.849	1	BayesianGaussianMixture
23.8774	1	BayesianGaussianMixture
23.8921	1	BayesianGaussianMixture
23.8921	1	BayesianGaussianMixture
23.8986	1	BayesianGaussianMixture
23.926	1	BayesianGaussianMixture
23.94	1	BayesianGaussianMixture
23.9405	1	BayesianGaussianMixture
23.9494	1	BayesianGaussianMixture
23.9944	1	BayesianGaussianMixture
24.0604	1	BayesianGaussianMixture
24.3019	1	BayesianGaussianMixture
24.4568	1	BayesianGaussianMixture
24.4687	1	BayesianGaussianMixture
24.5186	1	BayesianGaussianMixture
24.5522	1	BayesianGaussianMixture
24.6108	1	BayesianGaussianMixture
24.6722	1	BayesianGaussianMixture
24.6894	1	BayesianGaussianMixture
24.6894	1	BayesianGaussianMixture
24.7709	1	BayesianGaussianMixture
24.8385	1	BayesianGaussianMixture
24.8744	1	BayesianGaussianMixture
25.0772	1	BayesianGaussianMixture
25.1299	1	BayesianGaussianMixture
25.1299	1	BayesianGaussianMixture
25.1837	1	BayesianGaussianMixture
25.256	1	BayesianGaussianMixture
25.2696	1	BayesianGaussianMixture
25.2927	1	BayesianGaussianMixture
25.3008	1	BayesianGaussianMixture
25.3011	1	BayesianGaussianMixture
25.3311	1	BayesianGaussianMixture
25.4199	1	BayesianGaussianMixture
25.5652	1	BayesianGaussianMixture
25.5665	1	BayesianGaussianMixture
25.5789	1	BayesianGaussianMixture
25.5945	1	BayesianGaussianMixture
25.6272	1	BayesianGaussianMixture
25.6418	1	BayesianGaussianMixture
25.6477	1	BayesianGaussianMixture
25.6555	1	BayesianGaussianMixture
25.6574	1	BayesianGaussianMixture
25.7128	1	BayesianGaussianMixture
25.7485	1	BayesianGaussianMixture
25.869	1	BayesianGaussianMixture
25.8702	1	BayesianGaussianMixture
25.8745	1	BayesianGaussianMixture
25.9064	1	BayesianGaussianMixture
25.9445	1	BayesianGaussianMixture
26.0106	1	BayesianGaussianMixture
26.0493	1	BayesianGaussianMixture
26.0858	1	BayesianGaussianMixture
26.1109	1	BayesianGaussianMixture
26.1464	1	BayesianGaussianMixture
26.2629	1	BayesianGaussianMixture
26.4568	1	BayesianGaussianMixture
26.4949	1	BayesianGaussianMixture
26.5127	1	BayesianGaussianMixture
26.6089	1	BayesianGaussianMixture
26.6152	1	BayesianGaussianMixture
26.6394	1	BayesianGaussianMixture
26.6493	1	BayesianGaussianMixture
26.8331	1	BayesianGaussianMixture
26.8533	1	BayesianGaussianMixture
27.0027	1	BayesianGaussianMixture
27.0951	1	BayesianGaussianMixture
27.126	1	BayesianGaussianMixture
27.126	1	BayesianGaussianMixture
27.126	1	BayesianGaussianMixture
27.2591	1	BayesianGaussianMixture
27.31	1	BayesianGaussianMixture
27.3838	1	BayesianGaussianMixture
27.4793	1	BayesianGaussianMixture
27.5625	1	BayesianGaussianMixture
27.5935	1	BayesianGaussianMixture
27.8519	1	BayesianGaussianMixture
27.8519	1	BayesianGaussianMixture
27.8561	1	BayesianGaussianMixture
27.9407	1	BayesianGaussianMixture
27.9407	1	BayesianGaussianMixture
28.1851	1	BayesianGaussianMixture
28.5252	1	BayesianGaussianMixture
28.8898	1	BayesianGaussianMixture
29.1605	1	BayesianGaussianMixture
29.3633	1	BayesianGaussianMixture
29.444	1	BayesianGaussianMixture
29.7281	1	BayesianGaussianMixture
29.8006	1	BayesianGaussianMixture
29.8202	1	BayesianGaussianMixture
30.3606	1	BayesianGaussianMixture
30.3903	1	BayesianGaussianMixture
32.5136	1	BayesianGaussianMixture
33.5119	1	BayesianGaussianMixture
33.7784	1	BayesianGaussianMixture
2.3527	0	AgglomerativeClustering
2.7686	0	AgglomerativeClustering
2.7686	0	AgglomerativeClustering
3.3381	0	AgglomerativeClustering
4.3144	0	AgglomerativeClustering
4.6532	0	AgglomerativeClustering
4.6532	0	AgglomerativeClustering
5.1589	0	AgglomerativeClustering
6.1062	0	AgglomerativeClustering
6.2369	0	AgglomerativeClustering
6.2369	0	AgglomerativeClustering
6.3969	0	AgglomerativeClustering
6.7211	0	AgglomerativeClustering
6.7211	0	AgglomerativeClustering
6.9833	0	AgglomerativeClustering
6.9833	0	AgglomerativeClustering
7.0354	0	AgglomerativeClustering
7.0354	0	AgglomerativeClustering
7.0642	0	AgglomerativeClustering
7.0642	0	AgglomerativeClustering
8.3212	0	AgglomerativeClustering
8.6111	0	AgglomerativeClustering
8.8018	0	AgglomerativeClustering
9.0678	0	AgglomerativeClustering
9.1912	0	AgglomerativeClustering
9.1912	0	AgglomerativeClustering
9.2685	0	AgglomerativeClustering
9.381	0	AgglomerativeClustering
9.4004	0	AgglomerativeClustering
9.5379	0	AgglomerativeClustering
9.5959	0	AgglomerativeClustering
10.5647	0	AgglomerativeClustering
10.6822	0	AgglomerativeClustering
11.8257	0	AgglomerativeClustering
12.0879	0	AgglomerativeClustering
12.1642	0	AgglomerativeClustering
12.5928	0	AgglomerativeClustering
12.7969	0	AgglomerativeClustering
12.8241	0	AgglomerativeClustering
12.8386	0	AgglomerativeClustering
12.8477	0	AgglomerativeClustering
12.934	0	AgglomerativeClustering
12.934	0	AgglomerativeClustering
12.9949	0	AgglomerativeClustering
13.5496	0	AgglomerativeClustering
13.5496	0	AgglomerativeClustering
13.6036	0	AgglomerativeClustering
13.9467	0	AgglomerativeClustering
14.0719	0	AgglomerativeClustering
14.6271	0	AgglomerativeClustering
14.8228	0	AgglomerativeClustering
14.8864	0	AgglomerativeClustering
14.8947	0	AgglomerativeClustering
14.9842	0	AgglomerativeClustering
14.9842	0	AgglomerativeClustering
15.0662	0	AgglomerativeClustering
15.0691	0	AgglomerativeClustering
15.241	0	AgglomerativeClustering
15.2579	0	AgglomerativeClustering
15.2591	0	AgglomerativeClustering
15.2939	0	AgglomerativeClustering
15.2962	0	AgglomerativeClustering
15.3188	0	AgglomerativeClustering
15.3828	0	AgglomerativeClustering
15.4953	0	AgglomerativeClustering
15.5579	0	AgglomerativeClustering
15.5579	0	AgglomerativeClustering
15.5738	0	AgglomerativeClustering
15.5936	0	AgglomerativeClustering
15.6189	0	AgglomerativeClustering
15.6421	0	AgglomerativeClustering
15.9719	0	AgglomerativeClustering
15.9781	0	AgglomerativeClustering
15.9963	0	AgglomerativeClustering
16.0046	0	AgglomerativeClustering
16.0571	0	AgglomerativeClustering
16.0571	0	AgglomerativeClustering
16.0776	0	AgglomerativeClustering
16.2213	0	AgglomerativeClustering
16.2213	0	AgglomerativeClustering
16.2364	0	AgglomerativeClustering
16.2475	0	AgglomerativeClustering
16.2696	0	AgglomerativeClustering
16.2895	0	AgglomerativeClustering
